T	p_1	p_2	p_3	p_4	p_5	p_6	p_7	p_8	p_9	p_10
22940	0.472022	0.466926	0.473821	0.456535	0.486311	0.467926	0.466827	0.459832	0.459133	0.462230	
22950	0.476619	0.464828	0.466327	0.460432	0.478018	0.476519	0.476918	0.455436	0.461131	0.468425	
22960	0.477818	0.462530	0.472722	0.462730	0.480516	0.476419	0.471123	0.454536	0.458533	0.461331	
22970	0.475819	0.468125	0.470823	0.461331	0.490308	0.471623	0.475620	0.455635	0.458433	0.458333	
22980	0.474520	0.461331	0.477218	0.466827	0.486910	0.476219	0.465927	0.458233	0.465328	0.468425	
22990	0.479616	0.464928	0.476119	0.466127	0.483213	0.469924	0.460831	0.454037	0.453837	0.459033	
23000	0.488110	0.467326	0.474520	0.462330	0.485112	0.472822	0.470224	0.456934	0.462530	0.468525	
23010	0.475819	0.465228	0.475719	0.457934	0.478617	0.474820	0.468725	0.454137	0.457834	0.471922	
23020	0.470524	0.468625	0.470324	0.459832	0.476019	0.472222	0.468026	0.451239	0.459233	0.463729	
23030	0.474820	0.471623	0.467426	0.459832	0.481914	0.476819	0.464928	0.453337	0.462830	0.468425	
23040	0.477918	0.464728	0.471023	0.459532	0.480316	0.476419	0.467026	0.453737	0.457834	0.466926	
23050	0.475020	0.472422	0.467926	0.454836	0.477918	0.472922	0.469924	0.449241	0.453937	0.467626	
23060	0.471523	0.467126	0.468525	0.461031	0.475520	0.472022	0.465627	0.453137	0.460332	0.478317	
23070	0.475520	0.466527	0.469225	0.458433	0.480616	0.467226	0.468125	0.451239	0.454137	0.469724	
23080	0.475520	0.469524	0.470923	0.457734	0.480915	0.463929	0.469125	0.449440	0.461531	0.478817	
23090	0.477818	0.473721	0.469225	0.456735	0.481914	0.469225	0.467426	0.455536	0.457634	0.471123	
23100	0.474021	0.467026	0.471223	0.458133	0.485112	0.468925	0.468225	0.450440	0.456135	0.474420	
23110	0.472422	0.462730	0.475220	0.455835	0.488309	0.470224	0.470124	0.453537	0.462030	0.470624	
23120	0.468725	0.460731	0.473621	0.458233	0.491307	0.472522	0.473022	0.446942	0.455835	0.466327	
23130	0.470424	0.461831	0.469424	0.455136	0.495304	0.475520	0.470324	0.452938	0.459033	0.474720	
23140	0.469724	0.466127	0.469424	0.453038	0.489908	0.473821	0.461031	0.447942	0.456735	0.474221	
23150	0.481215	0.464828	0.473921	0.460132	0.492206	0.478717	0.469325	0.456735	0.453937	0.476319	
23160	0.478018	0.469225	0.473621	0.460232	0.496703	0.475420	0.460432	0.449440	0.456535	0.471123	
23170	0.481815	0.464528	0.468825	0.458933	0.491307	0.475320	0.466527	0.455136	0.466027	0.476918	
23180	0.488909	0.466127	0.468425	0.456635	0.505396	0.473221	0.462030	0.460032	0.458633	0.471223	
23190	0.483913	0.468125	0.469824	0.464129	0.497902	0.463030	0.462730	0.452838	0.461331	0.468725	
23200	0.476019	0.466727	0.466527	0.461431	0.495604	0.469624	0.460631	0.459033	0.458233	0.477318	
23210	0.484013	0.469924	0.471922	0.455136	0.490907	0.470723	0.455635	0.453937	0.458833	0.479416	
23220	0.479217	0.465827	0.472422	0.461331	0.486311	0.466926	0.457634	0.457934	0.458833	0.473921	
23230	0.481115	0.468026	0.465827	0.454037	0.480915	0.467926	0.462230	0.456735	0.464029	0.473321	
23240	0.482114	0.474720	0.469325	0.461930	0.488309	0.464828	0.460132	0.448741	0.467026	0.474121	
23250	0.476119	0.471523	0.463929	0.459432	0.480116	0.470723	0.452338	0.456035	0.459532	0.480915	
23260	0.479117	0.475420	0.464129	0.458333	0.480516	0.465627	0.457734	0.450140	0.453237	0.471023	
23270	0.481715	0.475120	0.460532	0.458633	0.485512	0.467826	0.460232	0.452938	0.457834	0.467026	
23280	0.480416	0.476719	0.465627	0.459233	0.488110	0.471723	0.464628	0.454237	0.454636	0.474021	
23290	0.479317	0.472022	0.469325	0.462730	0.480715	0.471323	0.470224	0.458633	0.459432	0.483913	
23300	0.478217	0.470723	0.467126	0.462330	0.487210	0.467326	0.461431	0.459033	0.463829	0.467026	
23310	0.476719	0.475919	0.471223	0.462130	0.487910	0.464229	0.458833	0.456035	0.461331	0.461431	
23320	0.477218	0.470124	0.466427	0.460831	0.494404	0.471723	0.456235	0.461731	0.462130	0.469524	
23330	0.475020	0.478217	0.465528	0.459832	0.495404	0.467526	0.464229	0.458933	0.459732	0.461831	
23340	0.474620	0.471523	0.466527	0.461231	0.488709	0.468525	0.463929	0.460831	0.455436	0.461831	
23350	0.479716	0.470024	0.464329	0.466926	0.482914	0.468925	0.462130	0.455236	0.462330	0.459233	
23360	0.472422	0.460032	0.463429	0.457234	0.488309	0.467726	0.463929	0.456035	0.462230	0.466427	
23370	0.476719	0.462830	0.463030	0.468026	0.482714	0.465328	0.459632	0.452638	0.462730	0.458233	
23380	0.473221	0.467426	0.465028	0.461331	0.480316	0.462830	0.462130	0.450240	0.464329	0.461731	
23390	0.476119	0.463729	0.469325	0.461031	0.482714	0.461431	0.468325	0.457134	0.462130	0.464828	
23400	0.469125	0.458833	0.463429	0.462030	0.479916	0.471223	0.464728	0.459732	0.460831	0.453837	
23410	0.471223	0.459632	0.466627	0.462430	0.486910	0.462530	0.465528	0.455635	0.457334	0.459932	
23420	0.472122	0.460631	0.460132	0.456735	0.478817	0.463929	0.464628	0.457334	0.463429	0.463329	
23430	0.465827	0.462230	0.461131	0.457934	0.482114	0.464029	0.460731	0.454836	0.461131	0.462230	
23440	0.470224	0.459532	0.465128	0.459532	0.477718	0.469424	0.462230	0.452638	0.459432	0.465328	
23450	0.465128	0.462430	0.460432	0.459333	0.477218	0.465827	0.459632	0.453337	0.464428	0.456835	
23460	0.470124	0.460332	0.464728	0.459233	0.474620	0.466926	0.465528	0.450739	0.459832	0.461731	
23470	0.472422	0.459133	0.463929	0.458333	0.477618	0.464229	0.462330	0.464528	0.464928	0.465228	
23480	0.472722	0.453038	0.465627	0.460132	0.481315	0.467126	0.465028	0.459632	0.459333	0.459033	
23490	0.475020	0.462530	0.467026	0.457334	0.477118	0.469624	0.462330	0.455336	0.464428	0.464628	
23500	0.470524	0.461731	0.465827	0.462730	0.477618	0.466926	0.463429	0.458733	0.455536	0.463829	
23510	0.476819	0.461431	0.455136	0.457334	0.478118	0.467226	0.455635	0.459233	0.455336	0.468525	
23520	0.482814	0.457834	0.463729	0.457734	0.471922	0.467826	0.458333	0.458133	0.463229	0.466127	
23530	0.474321	0.456635	0.465927	0.456934	0.472822	0.463429	0.467026	0.461531	0.465328	0.466327	
23540	0.473321	0.459932	0.464329	0.453337	0.471123	0.469624	0.462030	0.460232	0.459033	0.465328	
23550	0.476219	0.454736	0.458333	0.457034	0.472422	0.466527	0.464229	0.459033	0.455935	0.467326	
23560	0.474520	0.455935	0.463629	0.458833	0.474920	0.468026	0.460931	0.454936	0.457734	0.466127	
23570	0.473721	0.456535	0.467326	0.457134	0.470823	0.470224	0.458933	0.453137	0.459233	0.459832	
23580	0.472722	0.449840	0.472622	0.457234	0.482214	0.466527	0.458633	0.460432	0.458733	0.458633	
23590	0.468525	0.455436	0.462130	0.454836	0.467026	0.458533	0.459033	0.456635	0.460831	0.465627	
23600	0.473421	0.453637	0.463329	0.454237	0.468026	0.460132	0.464628	0.456934	0.460831	0.464029	
23610	0.474720	0.456835	0.471423	0.451139	0.468225	0.459632	0.460432	0.457334	0.457134	0.458833	
23620	0.469225	0.458034	0.467926	0.458633	0.469724	0.460532	0.460232	0.456135	0.461930	0.463030	
23630	0.467926	0.459133	0.464129	0.455136	0.467426	0.462730	0.460532	0.454836	0.460631	0.470124	
23640	0.464928	0.458833	0.464129	0.456635	0.474520	0.462830	0.456335	0.457934	0.458833	0.467926	
23650	0.468625	0.457034	0.466027	0.462530	0.472922	0.459932	0.459033	0.454736	0.459532	0.465128	
23660	0.471723	0.455735	0.467726	0.462630	0.468125	0.465727	0.457534	0.458034	0.458133	0.468125	
23670	0.478517	0.464928	0.465927	0.459133	0.475919	0.459832	0.461631	0.457034	0.460831	0.463829	
23680	0.476918	0.459133	0.464029	0.466427	0.469225	0.457034	0.458233	0.462030	0.457434	0.464828	
23690	0.476918	0.457834	0.464129	0.464728	0.473521	0.460132	0.461831	0.458133	0.455735	0.461031	
23700	0.471523	0.463829	0.464628	0.463629	0.471123	0.464528	0.465827	0.454536	0.457134	0.459732	
23710	0.474321	0.472922	0.466926	0.466027	0.469524	0.461731	0.458733	0.458733	0.457834	0.459532	
23720	0.474520	0.471922	0.461131	0.469824	0.464528	0.462730	0.462330	0.461131	0.460532	0.458433	
23730	0.479117	0.473821	0.468625	0.464129	0.463829	0.461930	0.466127	0.453737	0.462630	0.464329	
23740	0.479416	0.467526	0.473721	0.468725	0.462730	0.466527	0.460731	0.458233	0.463129	0.460232	
23750	0.473321	0.465528	0.471223	0.467426	0.461431	0.462630	0.461831	0.452838	0.470024	0.461131	
23760	0.470224	0.463129	0.473621	0.467326	0.457334	0.463729	0.465128	0.449540	0.463529	0.457434	
23770	0.473321	0.463129	0.468925	0.463929	0.458034	0.462930	0.461031	0.453137	0.461531	0.464428	
23780	0.478317	0.459532	0.471523	0.460831	0.459632	0.462430	0.457834	0.455635	0.457934	0.459732	
23790	0.471523	0.460731	0.478118	0.464329	0.460332	0.457834	0.471323	0.457634	0.459233	0.460432	
23800	0.465727	0.453437	0.471123	0.471223	0.463929	0.466926	0.461131	0.458133	0.459532	0.466827	
23810	0.469325	0.458133	0.471723	0.464229	0.463829	0.462430	0.459632	0.458533	0.459532	0.464129	
23820	0.465727	0.455136	0.466427	0.465827	0.460931	0.457434	0.468026	0.453637	0.463429	0.474720	
23830	0.471922	0.453537	0.471523	0.460631	0.457734	0.460132	0.461930	0.459832	0.462230	0.458133	
23840	0.467926	0.453437	0.469025	0.463030	0.466027	0.468825	0.459832	0.459932	0.461831	0.461331	
23850	0.469924	0.458233	0.470424	0.461930	0.460631	0.459632	0.466727	0.456135	0.467926	0.470624	
23860	0.475320	0.460931	0.465228	0.456335	0.467426	0.460931	0.466327	0.455735	0.463329	0.474420	
23870	0.477418	0.456635	0.469025	0.462130	0.468525	0.463329	0.468425	0.449540	0.468825	0.473122	
23880	0.470624	0.458633	0.473221	0.457334	0.461031	0.466127	0.466427	0.455935	0.466027	0.467526	
23890	0.477518	0.460532	0.465128	0.462730	0.462430	0.464728	0.471723	0.461431	0.463929	0.464828	
23900	0.472422	0.457234	0.473221	0.456235	0.458034	0.463629	0.470024	0.455835	0.462330	0.470224	
23910	0.478217	0.454536	0.469624	0.462530	0.464329	0.465228	0.468125	0.456735	0.462730	0.464628	
23920	0.472822	0.454137	0.469524	0.458533	0.459233	0.470424	0.462630	0.455835	0.460332	0.461531	
23930	0.472422	0.455935	0.467126	0.453237	0.462530	0.464928	0.463329	0.457034	0.463129	0.454037	
23940	0.472122	0.457834	0.469924	0.447742	0.460831	0.466427	0.464528	0.456135	0.464129	0.455835	
23950	0.475520	0.458933	0.472522	0.457834	0.460532	0.461431	0.461631	0.460532	0.460931	0.459532	
23960	0.472822	0.462230	0.471523	0.455635	0.460631	0.462830	0.465228	0.461231	0.462730	0.454636	
23970	0.470124	0.455635	0.464528	0.450739	0.462030	0.463729	0.467226	0.448941	0.465827	0.452038	
23980	0.470224	0.457634	0.470524	0.457634	0.463129	0.461231	0.467726	0.458433	0.461531	0.463329	
23990	0.473122	0.456135	0.473421	0.448241	0.465627	0.465727	0.469025	0.460332	0.462430	0.459932	
24000	0.473421	0.456235	0.469524	0.456235	0.471123	0.460831	0.471423	0.455835	0.466627	0.457934	
24010	0.479017	0.455236	0.473122	0.448741	0.466027	0.466926	0.466227	0.460831	0.465128	0.460032	
24020	0.471723	0.458633	0.472522	0.453637	0.464628	0.465028	0.471123	0.458233	0.463229	0.454936	
24030	0.470124	0.452738	0.469624	0.461431	0.471623	0.462430	0.467926	0.466227	0.462230	0.463129	
24040	0.463129	0.459832	0.470224	0.452338	0.465228	0.460232	0.465827	0.470524	0.465528	0.457734	
24050	0.468425	0.464628	0.468825	0.451239	0.470723	0.464828	0.470923	0.464229	0.461930	0.454536	
24060	0.475320	0.459832	0.473521	0.456235	0.470424	0.462630	0.474620	0.470324	0.465328	0.459033	
24070	0.470524	0.461831	0.469424	0.456035	0.468026	0.462530	0.467526	0.464928	0.462330	0.455336	
24080	0.475420	0.457634	0.481215	0.454037	0.467426	0.463429	0.468225	0.460132	0.464528	0.460532	
24090	0.476619	0.456235	0.473421	0.451539	0.469225	0.460132	0.464728	0.467926	0.464828	0.452638	
24100	0.475520	0.453537	0.470424	0.456035	0.471623	0.459532	0.465927	0.465428	0.463829	0.453537	
24110	0.472822	0.455036	0.467626	0.458034	0.475320	0.459333	0.464528	0.468325	0.467326	0.452538	
24120	0.475520	0.456035	0.474221	0.457234	0.469424	0.459932	0.467226	0.472322	0.465627	0.459632	
24130	0.476219	0.457634	0.471523	0.452638	0.462130	0.460731	0.460831	0.470524	0.466027	0.453537	
24140	0.477918	0.455835	0.466627	0.457034	0.464129	0.465927	0.465028	0.481215	0.463529	0.458034	
24150	0.482314	0.455835	0.472422	0.461631	0.470024	0.462630	0.466127	0.468525	0.462230	0.462930	
24160	0.485412	0.452138	0.469724	0.461231	0.465328	0.459632	0.460631	0.470124	0.468125	0.455536	
24170	0.474920	0.457734	0.471323	0.466427	0.460831	0.465927	0.466727	0.469125	0.463629	0.466527	
24180	0.474321	0.458233	0.474720	0.466727	0.467326	0.467026	0.462730	0.476419	0.469624	0.463030	
24190	0.475919	0.460032	0.465028	0.466127	0.469125	0.462930	0.467226	0.467126	0.461731	0.464628	
24200	0.473721	0.458633	0.467326	0.467726	0.462330	0.460631	0.458433	0.473122	0.463229	0.460931	
24210	0.470723	0.454536	0.473421	0.468925	0.462130	0.466727	0.461531	0.466627	0.465328	0.462630	
24220	0.468225	0.458233	0.464928	0.474021	0.469824	0.471223	0.466527	0.460631	0.466527	0.468925	
24230	0.467526	0.459632	0.470823	0.467726	0.469724	0.464329	0.463829	0.462230	0.467026	0.465927	
24240	0.472722	0.462630	0.469325	0.477718	0.473122	0.475819	0.463529	0.460931	0.461431	0.466926	
24250	0.472722	0.464229	0.470124	0.466627	0.465428	0.475819	0.465727	0.461631	0.466727	0.462730	
24260	0.472122	0.458633	0.466827	0.475120	0.469125	0.473321	0.461131	0.460731	0.465727	0.460731	
24270	0.471223	0.460232	0.469424	0.472122	0.471523	0.466227	0.466427	0.467126	0.464628	0.469225	
24280	0.473521	0.455436	0.466727	0.464728	0.467426	0.473521	0.464828	0.463729	0.466827	0.463229	
24290	0.475620	0.454037	0.467926	0.476419	0.465228	0.470124	0.468325	0.465927	0.471823	0.462930	
24300	0.469724	0.456635	0.462630	0.474420	0.471922	0.471323	0.462130	0.461531	0.466926	0.458633	
24310	0.474121	0.452338	0.468225	0.477718	0.465428	0.474520	0.456934	0.461831	0.468825	0.463929	
24320	0.468825	0.457434	0.469524	0.476319	0.471323	0.470723	0.465128	0.464229	0.465927	0.468625	
24330	0.474321	0.451639	0.468925	0.476119	0.467026	0.467226	0.470624	0.464828	0.467626	0.457334	
24340	0.472622	0.452338	0.464828	0.473122	0.470124	0.473421	0.465428	0.462830	0.467026	0.458633	
24350	0.472322	0.461431	0.467926	0.475420	0.469824	0.461631	0.464428	0.462630	0.464229	0.461531	
24360	0.470624	0.457734	0.466527	0.474620	0.467026	0.469424	0.456635	0.459932	0.474321	0.461531	
24370	0.468425	0.456934	0.468825	0.473122	0.471423	0.469524	0.463129	0.462330	0.465827	0.455236	
24380	0.467826	0.458233	0.470624	0.480116	0.474021	0.464428	0.461231	0.460432	0.473421	0.461031	
24390	0.464828	0.460032	0.468925	0.474221	0.469824	0.465028	0.461631	0.462830	0.470224	0.465927	
24400	0.467026	0.458333	0.473122	0.467526	0.468026	0.466027	0.463429	0.462430	0.470224	0.459732	
24410	0.469924	0.454836	0.470024	0.472422	0.463030	0.463229	0.458733	0.463629	0.465627	0.460432	
24420	0.463929	0.458034	0.468325	0.474021	0.463229	0.462830	0.466527	0.462430	0.470124	0.459133	
24430	0.461631	0.459133	0.468525	0.471623	0.467226	0.466027	0.462630	0.462430	0.465028	0.460731	
24440	0.463729	0.454836	0.466527	0.462330	0.460232	0.459333	0.463229	0.452338	0.465827	0.462530	
24450	0.464828	0.459033	0.468525	0.466727	0.465727	0.463129	0.460032	0.457934	0.468425	0.466527	
24460	0.457734	0.456235	0.470723	0.465927	0.473221	0.469325	0.458133	0.458133	0.465328	0.463729	
24470	0.459732	0.453337	0.468125	0.469724	0.466127	0.462030	0.458034	0.456934	0.467926	0.459432	
24480	0.463529	0.460532	0.470823	0.470024	0.462930	0.463329	0.462430	0.464229	0.463229	0.463030	
24490	0.463030	0.457634	0.472122	0.469524	0.461131	0.468625	0.465528	0.460232	0.468026	0.458233	
24500	0.463429	0.455735	0.473022	0.469125	0.458233	0.465827	0.463329	0.453837	0.472322	0.456934	
24510	0.462830	0.451839	0.471922	0.468325	0.466527	0.462330	0.463030	0.456535	0.469025	0.457134	
24520	0.466327	0.459033	0.468325	0.462030	0.462030	0.461031	0.465228	0.458133	0.467626	0.466027	
24530	0.462630	0.458833	0.470324	0.472222	0.467226	0.464928	0.459432	0.464928	0.465627	0.461531	
24540	0.459233	0.456635	0.465528	0.470224	0.462530	0.460931	0.462230	0.461831	0.469624	0.462230	
24550	0.460232	0.463429	0.475819	0.470823	0.460631	0.464528	0.454636	0.453837	0.464329	0.459732	
24560	0.463529	0.456235	0.473221	0.467626	0.462730	0.466926	0.464129	0.461831	0.468925	0.464828	
24570	0.458533	0.460032	0.464428	0.467926	0.456934	0.468625	0.462030	0.455735	0.467026	0.460831	
24580	0.459632	0.457234	0.467526	0.466827	0.462030	0.466127	0.460032	0.459033	0.461831	0.462330	
24590	0.458533	0.459532	0.470424	0.464928	0.459333	0.463829	0.460432	0.460232	0.471723	0.459033	
24600	0.464129	0.460132	0.466427	0.463030	0.464528	0.462530	0.463529	0.453837	0.460631	0.459233	
24610	0.455635	0.459532	0.467626	0.466926	0.463529	0.463629	0.459932	0.455336	0.469225	0.465428	
24620	0.463829	0.455935	0.466227	0.478917	0.465528	0.463030	0.459732	0.455536	0.459233	0.467626	
24630	0.462230	0.449640	0.474720	0.478617	0.465627	0.467526	0.467026	0.457334	0.460132	0.462530	
24640	0.464129	0.458733	0.465328	0.485212	0.460032	0.463829	0.457434	0.453837	0.469424	0.457534	
24650	0.457234	0.460332	0.474321	0.473721	0.458333	0.458733	0.462130	0.460931	0.464229	0.465927	
24660	0.464728	0.455436	0.472822	0.477518	0.459233	0.461831	0.454536	0.460831	0.473221	0.461431	
24670	0.461231	0.452938	0.476119	0.467526	0.462630	0.462730	0.461331	0.457434	0.473321	0.462730	
24680	0.458133	0.461531	0.464728	0.471023	0.461831	0.458133	0.462630	0.463129	0.478217	0.464329	
24690	0.464029	0.458933	0.464528	0.471922	0.462430	0.462830	0.462030	0.463729	0.471723	0.462730	
24700	0.457834	0.457334	0.463329	0.470424	0.468125	0.462430	0.462230	0.463129	0.471623	0.464928	
24710	0.460831	0.460931	0.468225	0.471323	0.466727	0.463429	0.456435	0.465827	0.468925	0.463829	
24720	0.466627	0.454237	0.469924	0.467626	0.459832	0.472522	0.464628	0.467426	0.468125	0.463729	
24730	0.460831	0.462430	0.468725	0.468225	0.463030	0.460831	0.458034	0.463729	0.472122	0.468625	
24740	0.457734	0.460532	0.465827	0.473421	0.461631	0.461631	0.459732	0.463329	0.469724	0.471623	
24750	0.464628	0.457334	0.468825	0.475220	0.466727	0.471423	0.464528	0.461930	0.475719	0.474620	
24760	0.460332	0.455536	0.471623	0.468625	0.460731	0.470224	0.458733	0.461930	0.473022	0.472922	
24770	0.462230	0.455336	0.470624	0.472922	0.463030	0.464928	0.460731	0.460532	0.470823	0.469225	
24780	0.459732	0.456835	0.473421	0.472322	0.463629	0.467826	0.461331	0.471323	0.472322	0.469325	
24790	0.459632	0.453537	0.467126	0.476918	0.457734	0.466327	0.455236	0.468026	0.473022	0.461731	
24800	0.465827	0.457634	0.472022	0.479716	0.465927	0.472922	0.465228	0.464229	0.467926	0.472522	
24810	0.458933	0.458733	0.461731	0.476918	0.458633	0.473521	0.458733	0.460032	0.463929	0.466027	
24820	0.458433	0.459732	0.465727	0.472022	0.457534	0.473721	0.458034	0.461831	0.465727	0.462330	
24830	0.464229	0.458233	0.467926	0.471123	0.457334	0.481914	0.462130	0.456835	0.470024	0.473521	
24840	0.461831	0.458233	0.469824	0.475420	0.459732	0.480715	0.459033	0.464528	0.471723	0.469624	
24850	0.460032	0.456635	0.468425	0.471223	0.461731	0.486211	0.460332	0.450540	0.468425	0.469125	
24860	0.461731	0.451938	0.471223	0.474420	0.464329	0.486711	0.455536	0.453437	0.466327	0.469225	
24870	0.469724	0.455336	0.463229	0.471823	0.458833	0.486311	0.459732	0.459033	0.466127	0.459932	
24880	0.467826	0.455735	0.464229	0.472022	0.461531	0.473921	0.459233	0.454037	0.467226	0.466926	
24890	0.459233	0.462030	0.464728	0.464828	0.460931	0.478617	0.457634	0.457434	0.474321	0.470923	
24900	0.464728	0.462830	0.466527	0.466926	0.458333	0.475020	0.458933	0.458034	0.472022	0.468225	
24910	0.466327	0.453437	0.460931	0.469524	0.459033	0.475220	0.459732	0.460831	0.469824	0.465028	
24920	0.460232	0.453937	0.466227	0.465927	0.464029	0.473122	0.455436	0.462030	0.469325	0.467426	
24930	0.463129	0.453637	0.465528	0.467426	0.461431	0.477718	0.450839	0.454337	0.472622	0.468125	
24940	0.466727	0.452638	0.463729	0.468425	0.463529	0.479516	0.452838	0.449640	0.469924	0.471423	
24950	0.461531	0.462230	0.458133	0.462030	0.457734	0.487910	0.453337	0.454936	0.471223	0.468225	
24960	0.463529	0.462530	0.468225	0.466527	0.465927	0.475919	0.453837	0.448042	0.472322	0.468625	
24970	0.463929	0.461731	0.464029	0.467826	0.466027	0.479416	0.451938	0.454536	0.467326	0.459932	
24980	0.458833	0.462030	0.459133	0.468825	0.467626	0.473022	0.464428	0.453137	0.472122	0.466727	
24990	0.461731	0.460831	0.462930	0.466227	0.464828	0.468625	0.462030	0.454436	0.468125	0.464828	
25000	0.465428	0.465627	0.463030	0.468925	0.466227	0.476719	0.456535	0.456535	0.476219	0.462330	
25010	0.463629	0.456835	0.465128	0.464928	0.457034	0.478417	0.461131	0.450240	0.473022	0.468925	
25020	0.461531	0.457234	0.459333	0.464828	0.461731	0.469025	0.466527	0.455436	0.467726	0.477018	
25030	0.460631	0.464229	0.465428	0.471523	0.465927	0.469524	0.454736	0.463229	0.472022	0.466227	
25040	0.466827	0.456235	0.466327	0.475320	0.472322	0.463829	0.451739	0.456435	0.473221	0.470524	
25050	0.462130	0.459932	0.469624	0.476519	0.471323	0.466727	0.459133	0.456934	0.479317	0.463229	
25060	0.461131	0.469325	0.465028	0.467826	0.468525	0.467626	0.451339	0.454137	0.475520	0.472622	
25070	0.455436	0.470424	0.465528	0.464029	0.463329	0.469724	0.457334	0.453137	0.474121	0.464229	
25080	0.460132	0.462830	0.468325	0.478018	0.463329	0.459432	0.456535	0.450839	0.469724	0.467226	
25090	0.462830	0.463529	0.460132	0.468225	0.462630	0.461731	0.458133	0.455935	0.476719	0.464329	
25100	0.458333	0.460532	0.464329	0.466127	0.464728	0.464728	0.456435	0.458034	0.476419	0.463629	
25110	0.456934	0.464329	0.462230	0.464029	0.464029	0.463629	0.457334	0.454237	0.472822	0.470723	
25120	0.457134	0.465228	0.463030	0.468026	0.462430	0.467926	0.458533	0.454037	0.478917	0.463629	
25130	0.462430	0.456835	0.460332	0.471922	0.465528	0.461831	0.456435	0.452238	0.473621	0.469924	
25140	0.463229	0.452738	0.458133	0.467326	0.464329	0.462030	0.452138	0.450040	0.477818	0.464728	
25150	0.452438	0.463629	0.459632	0.470624	0.466827	0.464528	0.458233	0.449440	0.473221	0.461930	
25160	0.455236	0.461531	0.460432	0.465228	0.463030	0.464029	0.460332	0.449041	0.473921	0.464828	
25170	0.458433	0.459333	0.462030	0.466527	0.469225	0.464229	0.456835	0.453437	0.475420	0.465927	
25180	0.456934	0.455236	0.464628	0.475320	0.474520	0.462230	0.458433	0.454536	0.476819	0.462430	
25190	0.452738	0.458733	0.464628	0.471623	0.472922	0.466327	0.456635	0.456934	0.478617	0.462530	
25200	0.456335	0.454137	0.467026	0.464029	0.479017	0.464329	0.456135	0.451039	0.477518	0.466527	
25210	0.458133	0.451139	0.464329	0.466527	0.478217	0.465827	0.450240	0.455036	0.472122	0.468625	
25220	0.453237	0.447042	0.467026	0.466027	0.478917	0.460332	0.453437	0.456735	0.475320	0.469125	
25230	0.463429	0.455735	0.465727	0.468225	0.474720	0.460132	0.451439	0.458233	0.469924	0.467826	
25240	0.457634	0.455935	0.465627	0.469025	0.476918	0.469325	0.456135	0.451339	0.472722	0.468725	
25250	0.456735	0.450340	0.461231	0.467526	0.478517	0.465528	0.460532	0.453237	0.473122	0.475919	
25260	0.453937	0.455136	0.470124	0.464728	0.482014	0.462930	0.451639	0.452938	0.471823	0.480616	
25270	0.464728	0.446643	0.463329	0.465627	0.488110	0.467626	0.455635	0.457234	0.472622	0.473921	
25280	0.456435	0.450240	0.466727	0.468026	0.483313	0.461731	0.456435	0.455236	0.474321	0.476419	
25290	0.457034	0.447742	0.470424	0.468125	0.486611	0.466327	0.456635	0.458034	0.471823	0.469225	
25300	0.463629	0.451339	0.466527	0.467626	0.468325	0.466327	0.456235	0.459432	0.478317	0.478617	
25310	0.459133	0.453137	0.467526	0.468925	0.471423	0.462430	0.456335	0.462530	0.471423	0.483213	
25320	0.464129	0.455236	0.467426	0.467226	0.470624	0.466827	0.449840	0.461131	0.467726	0.478317	
25330	0.462630	0.453537	0.460532	0.468325	0.481315	0.461031	0.455036	0.459233	0.475220	0.471723	
25340	0.457834	0.458333	0.471023	0.454037	0.479616	0.467126	0.457034	0.461331	0.471423	0.471423	
25350	0.461031	0.453237	0.472022	0.460132	0.478517	0.460332	0.450839	0.460332	0.471123	0.477718	
25360	0.457634	0.446243	0.469424	0.460432	0.487210	0.463429	0.456635	0.454137	0.479017	0.465528	
25370	0.464329	0.454337	0.465727	0.465428	0.481615	0.467226	0.447442	0.463929	0.478517	0.463529	
25380	0.462530	0.457634	0.465428	0.461731	0.483613	0.462430	0.452138	0.455236	0.475320	0.454836	
25390	0.461331	0.452938	0.467926	0.465428	0.489209	0.463030	0.449840	0.451839	0.470424	0.462430	
25400	0.460432	0.451938	0.466827	0.468925	0.480216	0.466627	0.448541	0.458833	0.468625	0.456335	
25410	0.459832	0.451339	0.463929	0.466127	0.473321	0.463329	0.459832	0.453837	0.473621	0.451239	
25420	0.460631	0.456535	0.467826	0.469325	0.476918	0.467226	0.449540	0.462330	0.474021	0.450440	
25430	0.460532	0.454536	0.465228	0.471223	0.477918	0.465428	0.453637	0.457234	0.477318	0.461930	
25440	0.466227	0.452438	0.462430	0.469424	0.482614	0.462030	0.449041	0.454836	0.480016	0.460332	
25450	0.459632	0.453537	0.464229	0.466227	0.476619	0.462530	0.449740	0.454436	0.480316	0.457234	
25460	0.465727	0.448641	0.465128	0.473621	0.469524	0.462430	0.453038	0.455336	0.472622	0.456635	
25470	0.464728	0.444744	0.466527	0.470524	0.476719	0.463729	0.451439	0.462230	0.479217	0.462930	
25480	0.463729	0.460232	0.470723	0.471922	0.483813	0.464628	0.451039	0.462630	0.471323	0.458034	
25490	0.462730	0.454237	0.466727	0.468125	0.484213	0.468125	0.455536	0.455536	0.482214	0.458333	
25500	0.458933	0.453837	0.470324	0.468125	0.476019	0.459632	0.453937	0.451239	0.473122	0.466827	
25510	0.456735	0.452338	0.470723	0.473821	0.479416	0.458733	0.450540	0.460332	0.472922	0.467426	
