T	p_1	p_2	p_3	p_4	p_5	p_6	p_7	p_8	p_9	p_10
2580	0.094242	0.094936	0.130837	0.077385	0.160154	0.090292	0.106456	0.101730	0.130472	0.093396	
2590	0.092996	0.096288	0.134152	0.077855	0.160460	0.091057	0.103470	0.107114	0.129214	0.089517	
2600	0.095935	0.094842	0.130378	0.080336	0.151455	0.091492	0.101554	0.117071	0.130895	0.089305	
2610	0.096029	0.090998	0.126558	0.080101	0.167795	0.090445	0.098439	0.124371	0.129873	0.087224	
2620	0.096076	0.095277	0.127522	0.080818	0.187438	0.092126	0.095100	0.116472	0.130437	0.089046	
2630	0.088306	0.097240	0.126322	0.080230	0.161976	0.090234	0.104998	0.117894	0.129861	0.087977	
2640	0.088611	0.094842	0.125946	0.080724	0.160154	0.090951	0.091633	0.119740	0.131765	0.087601	
2650	0.090104	0.093572	0.126040	0.078843	0.154911	0.091868	0.094242	0.123243	0.133434	0.088506	
2660	0.089811	0.091245	0.124171	0.079724	0.156393	0.092808	0.090081	0.120304	0.132365	0.089470	
2670	0.089270	0.090727	0.127216	0.076868	0.164680	0.099179	0.087683	0.125065	0.131659	0.088494	
2680	0.088647	0.090210	0.124018	0.078537	0.175377	0.090539	0.086754	0.123149	0.131800	0.089152	
2690	0.090151	0.090316	0.127992	0.079266	0.168371	0.090986	0.089035	0.128732	0.130484	0.087695	
2700	0.094548	0.088423	0.127733	0.078643	0.169147	0.089317	0.088141	0.127792	0.133775	0.089575	
2710	0.094383	0.096429	0.128897	0.077750	0.166631	0.089728	0.086496	0.124136	0.136526	0.093925	
2720	0.093925	0.092021	0.129626	0.082452	0.160730	0.091821	0.081629	0.129814	0.135633	0.092561	
2730	0.099685	0.092914	0.123936	0.085872	0.160201	0.091844	0.080876	0.133681	0.137619	0.093878	
2740	0.095888	0.096111	0.128015	0.082170	0.167172	0.091433	0.083945	0.137372	0.134610	0.094007	
2750	0.092597	0.097980	0.126616	0.081300	0.166984	0.094148	0.079125	0.139148	0.137584	0.091256	
2760	0.093008	0.096605	0.123501	0.080442	0.169982	0.093361	0.080606	0.142674	0.134692	0.089258	
2770	0.093031	0.102589	0.125194	0.078502	0.175083	0.097593	0.075175	0.140194	0.136561	0.089376	
2780	0.091738	0.104646	0.123454	0.076045	0.170440	0.093431	0.077679	0.136432	0.136820	0.091633	
2790	0.093772	0.105363	0.127992	0.075281	0.168912	0.095171	0.079148	0.138395	0.134375	0.085720	
2800	0.094501	0.111758	0.127122	0.076339	0.162317	0.093631	0.078114	0.142780	0.137514	0.087601	
2810	0.095735	0.113744	0.128121	0.076257	0.164997	0.095935	0.082569	0.139735	0.136397	0.085767	
2820	0.092773	0.116131	0.127028	0.075681	0.160883	0.091444	0.082275	0.141616	0.138348	0.085520	
2830	0.092949	0.118893	0.124395	0.074164	0.153089	0.093972	0.077373	0.142039	0.137314	0.085837	
2840	0.097628	0.118082	0.124982	0.077538	0.156087	0.093666	0.081934	0.139465	0.136056	0.088400	
2850	0.093008	0.116754	0.124395	0.067346	0.159061	0.094348	0.084215	0.139547	0.134657	0.089176	
2860	0.092091	0.122996	0.120551	0.068087	0.157556	0.092361	0.084050	0.136644	0.135021	0.086672	
2870	0.091832	0.119845	0.119598	0.072330	0.158461	0.093114	0.084979	0.135115	0.134328	0.086260	
2880	0.101519	0.111393	0.119669	0.073024	0.157521	0.092961	0.086695	0.132576	0.134857	0.086014	
2890	0.102389	0.105715	0.120151	0.074811	0.153818	0.093031	0.086413	0.130143	0.133223	0.082534	
2900	0.108419	0.111370	0.122620	0.073141	0.154406	0.093560	0.085261	0.128920	0.131648	0.084415	
2910	0.104246	0.108372	0.118623	0.077009	0.155758	0.093325	0.086343	0.132000	0.132247	0.085261	
2920	0.097357	0.110535	0.120245	0.078690	0.155393	0.091550	0.084321	0.122890	0.133094	0.084238	
2930	0.103306	0.107173	0.124183	0.079148	0.154829	0.092855	0.084391	0.122361	0.132094	0.084591	
2940	0.109371	0.109571	0.124289	0.081405	0.153089	0.092220	0.084403	0.124453	0.137055	0.083051	
2950	0.108431	0.109501	0.122655	0.079960	0.145190	0.097428	0.084521	0.136126	0.139136	0.084015	
2960	0.099591	0.118282	0.122514	0.083192	0.148058	0.095512	0.085473	0.135068	0.136279	0.081617	
2970	0.101824	0.120774	0.122761	0.082358	0.155335	0.095265	0.087847	0.140417	0.136409	0.085555	
2980	0.099144	0.120598	0.122149	0.080829	0.155076	0.091245	0.083686	0.136385	0.139430	0.087401	
2990	0.097710	0.119798	0.122831	0.083086	0.155170	0.095582	0.075810	0.126369	0.138901	0.084932	
3000	0.099238	0.116201	0.120939	0.084556	0.156851	0.093173	0.079090	0.129614	0.138666	0.084650	
3010	0.098310	0.103470	0.120692	0.086237	0.149469	0.093572	0.076433	0.137314	0.137408	0.083745	
3020	0.102718	0.107443	0.117941	0.084321	0.151185	0.093901	0.072013	0.140723	0.136350	0.084168	
3030	0.095453	0.113897	0.119187	0.084144	0.147952	0.094266	0.082228	0.141557	0.138184	0.083721	
3040	0.104975	0.106221	0.122925	0.086801	0.150844	0.093372	0.084521	0.139112	0.136973	0.081840	
3050	0.100990	0.110394	0.121867	0.084450	0.146953	0.096864	0.085755	0.133458	0.137549	0.081594	
3060	0.094936	0.102248	0.124818	0.084803	0.145354	0.094477	0.087001	0.131648	0.141263	0.085249	
3070	0.094501	0.094842	0.122490	0.080712	0.146565	0.095559	0.081452	0.131518	0.137925	0.083275	
3080	0.092749	0.093713	0.118823	0.082593	0.144402	0.094936	0.081652	0.129837	0.138689	0.086507	
3090	0.093619	0.097792	0.118164	0.086072	0.142944	0.095524	0.080700	0.133740	0.140488	0.081970	
3100	0.094665	0.100708	0.122102	0.086625	0.142039	0.097828	0.081711	0.131013	0.138642	0.083733	
3110	0.093384	0.097075	0.118482	0.084521	0.140053	0.097075	0.078584	0.137490	0.139676	0.079748	
3120	0.094289	0.102165	0.119399	0.074846	0.136467	0.098686	0.081452	0.126334	0.140417	0.081770	
3130	0.091068	0.095900	0.121338	0.074529	0.135139	0.098568	0.084532	0.125899	0.137619	0.080395	
3140	0.092655	0.099144	0.121468	0.078055	0.138336	0.098439	0.084873	0.123184	0.137408	0.080935	
3150	0.090010	0.104281	0.118164	0.079066	0.143332	0.097052	0.085696	0.124054	0.137807	0.081805	
3160	0.095441	0.099908	0.115167	0.078502	0.141898	0.095383	0.085085	0.117870	0.138184	0.081923	
3170	0.091433	0.098603	0.121667	0.081370	0.142051	0.094219	0.086731	0.119657	0.138689	0.080159	
3180	0.088635	0.093843	0.120833	0.081276	0.147658	0.095241	0.093184	0.123231	0.137631	0.080065	
3190	0.093937	0.083639	0.117976	0.081864	0.146436	0.095089	0.090422	0.123748	0.138383	0.076656	
3200	0.094889	0.081723	0.121456	0.083992	0.159496	0.093231	0.086237	0.126334	0.138160	0.080054	
3210	0.095418	0.081723	0.120374	0.084450	0.153207	0.095230	0.085496	0.125264	0.140640	0.077879	
3220	0.101319	0.079301	0.120856	0.087601	0.153254	0.097886	0.092032	0.127604	0.141698	0.080630	
3230	0.101989	0.077773	0.120445	0.090034	0.142850	0.096135	0.091068	0.129802	0.140241	0.077467	
3240	0.104340	0.071402	0.119081	0.088517	0.145601	0.097687	0.094160	0.142792	0.142839	0.077162	
3250	0.104610	0.076233	0.121491	0.092785	0.151996	0.097510	0.090116	0.146013	0.140570	0.080712	
3260	0.104234	0.075022	0.120586	0.086872	0.147858	0.099050	0.089681	0.144767	0.142169	0.079384	
3270	0.101460	0.076833	0.118670	0.088753	0.148046	0.097710	0.081746	0.155664	0.142263	0.077232	
3280	0.106515	0.077973	0.119387	0.090057	0.148775	0.095782	0.092549	0.157791	0.141886	0.079113	
3290	0.098521	0.078290	0.116295	0.092138	0.153125	0.097064	0.087765	0.158591	0.143967	0.075293	
3300	0.098039	0.081076	0.120174	0.088623	0.155064	0.106527	0.099109	0.171510	0.143344	0.075892	
3310	0.096346	0.086719	0.118552	0.088517	0.159320	0.103576	0.084121	0.168171	0.140829	0.076868	
3320	0.098274	0.082346	0.117283	0.085673	0.155135	0.102142	0.081664	0.153842	0.138513	0.078796	
3330	0.097381	0.088106	0.115402	0.083181	0.154324	0.097675	0.083216	0.132553	0.142333	0.078032	
3340	0.101025	0.084415	0.118917	0.086977	0.155934	0.095300	0.081758	0.124112	0.139606	0.076409	
3350	0.100649	0.080571	0.117647	0.087389	0.161436	0.099215	0.086801	0.125394	0.137302	0.080453	
3360	0.098239	0.084791	0.114743	0.087412	0.167207	0.094148	0.088200	0.129485	0.137020	0.077703	
3370	0.103059	0.087506	0.116613	0.086930	0.160930	0.094407	0.092173	0.129990	0.138137	0.076163	
3380	0.099885	0.082428	0.116037	0.086566	0.153219	0.097369	0.087119	0.120762	0.139594	0.077985	
3390	0.094489	0.084356	0.119598	0.087553	0.152560	0.096335	0.093572	0.114508	0.139265	0.075351	
3400	0.093537	0.087648	0.116272	0.085226	0.160142	0.099227	0.092726	0.103682	0.136879	0.076280	
3410	0.095606	0.088447	0.116072	0.085825	0.153736	0.096264	0.094089	0.101166	0.143615	0.075892	
3420	0.093607	0.085132	0.116131	0.084391	0.155887	0.093901	0.097017	0.095923	0.143379	0.075634	
3430	0.094677	0.085379	0.119211	0.083110	0.155675	0.090963	0.100837	0.088470	0.145883	0.075093	
3440	0.094042	0.081970	0.118564	0.086872	0.159096	0.092244	0.098921	0.097734	0.143826	0.073083	
3450	0.091115	0.084826	0.121150	0.086448	0.162364	0.093055	0.097569	0.096464	0.143979	0.073741	
3460	0.090633	0.088082	0.120974	0.087859	0.161342	0.093255	0.090680	0.097722	0.139712	0.072295	
3470	0.090081	0.084556	0.122431	0.096993	0.161342	0.095676	0.088517	0.098956	0.144684	0.071625	
3480	0.093408	0.083486	0.124065	0.099661	0.156440	0.093278	0.087213	0.092197	0.142709	0.070614	
3490	0.093843	0.086131	0.128556	0.098980	0.158591	0.094583	0.092115	0.099250	0.146930	0.071555	
3500	0.087506	0.089399	0.130178	0.086460	0.154712	0.092032	0.085485	0.104622	0.149187	0.066711	
3510	0.087401	0.088647	0.125876	0.084015	0.155687	0.092973	0.086155	0.104446	0.149798	0.068721	
3520	0.088600	0.080547	0.125688	0.083380	0.155887	0.093525	0.087542	0.103282	0.149892	0.066735	
3530	0.093502	0.084286	0.129132	0.083921	0.155217	0.097698	0.089611	0.101436	0.150879	0.067664	
3540	0.088647	0.079666	0.123348	0.084544	0.157568	0.095453	0.088835	0.103106	0.150856	0.067017	
3550	0.089893	0.078749	0.121938	0.082569	0.158109	0.096006	0.085755	0.108337	0.149539	0.067475	
3560	0.091985	0.080395	0.123642	0.088376	0.153959	0.097616	0.082675	0.110418	0.147952	0.065571	
3570	0.098827	0.078185	0.121232	0.093549	0.158861	0.099661	0.078843	0.111534	0.146741	0.064325	
3580	0.097945	0.081594	0.122126	0.086801	0.157274	0.097487	0.079795	0.112204	0.144590	0.063961	
3590	0.099415	0.083392	0.119857	0.086472	0.156663	0.098745	0.081558	0.119305	0.144790	0.063020	
3600	0.091386	0.083157	0.122655	0.087612	0.153125	0.103529	0.082616	0.119822	0.144261	0.063843	
3610	0.092056	0.085132	0.122373	0.083333	0.157239	0.105151	0.079278	0.117800	0.144308	0.069968	
3620	0.092796	0.085849	0.122984	0.079677	0.153501	0.104693	0.079231	0.114285	0.144496	0.065430	
3630	0.092420	0.082934	0.123631	0.082863	0.155205	0.103494	0.077985	0.116918	0.144567	0.064584	
3640	0.092702	0.082040	0.120186	0.084744	0.155382	0.100085	0.079054	0.118305	0.140241	0.067076	
3650	0.092408	0.078396	0.119187	0.084274	0.160084	0.097404	0.078114	0.116507	0.134563	0.066958	
3660	0.093102	0.074705	0.117353	0.084344	0.158191	0.099403	0.078819	0.115320	0.139606	0.064713	
3670	0.093325	0.070920	0.118729	0.091879	0.157909	0.101730	0.075810	0.115096	0.133799	0.064866	
3680	0.091750	0.073964	0.118870	0.083357	0.155617	0.100496	0.064360	0.109395	0.134257	0.064419	
3690	0.097287	0.073141	0.123971	0.100296	0.153489	0.098650	0.065054	0.112863	0.135868	0.063502	
3700	0.090586	0.075152	0.124665	0.099638	0.151420	0.100802	0.062879	0.112204	0.139148	0.063349	
3710	0.092984	0.070920	0.121421	0.107984	0.149445	0.099274	0.064631	0.112040	0.142980	0.064607	
3720	0.094101	0.071696	0.117165	0.108125	0.154488	0.100390	0.066993	0.108172	0.147752	0.063831	
3730	0.091609	0.078596	0.118823	0.104516	0.153548	0.102283	0.067334	0.113192	0.144661	0.061210	
3740	0.094078	0.075845	0.117894	0.105175	0.153877	0.100085	0.067769	0.107796	0.144590	0.066300	
3750	0.093078	0.075375	0.118270	0.105892	0.158203	0.101813	0.070755	0.108102	0.145883	0.063443	
3760	0.093596	0.075105	0.115167	0.097404	0.154124	0.101789	0.074728	0.116671	0.144743	0.064008	
3770	0.092585	0.071120	0.116906	0.098745	0.152866	0.102001	0.083204	0.113027	0.148258	0.062715	
3780	0.096017	0.075399	0.116095	0.103176	0.158744	0.102671	0.085073	0.114367	0.146283	0.063678	
3790	0.093619	0.069979	0.113345	0.104340	0.164468	0.102859	0.090528	0.111652	0.146683	0.060869	
3800	0.092585	0.076468	0.115990	0.102118	0.160413	0.102224	0.087871	0.101824	0.149175	0.060587	
3810	0.092115	0.071484	0.119234	0.100625	0.158273	0.099850	0.087166	0.105480	0.148846	0.063655	
3820	0.092890	0.076527	0.116977	0.102541	0.158320	0.098686	0.081570	0.106867	0.146800	0.063197	
3830	0.093819	0.080747	0.118388	0.102694	0.156957	0.097593	0.081746	0.100461	0.146565	0.065359	
3840	0.091480	0.078902	0.115778	0.099074	0.157768	0.098839	0.090234	0.107526	0.148775	0.066429	
3850	0.091397	0.080395	0.116107	0.096182	0.156992	0.096299	0.094842	0.111346	0.146788	0.066147	
3860	0.090304	0.085708	0.116906	0.090457	0.158779	0.095171	0.089023	0.119692	0.148105	0.069004	
3870	0.090986	0.087553	0.116577	0.097769	0.159625	0.093067	0.094078	0.122314	0.145942	0.081805	
3880	0.090657	0.080888	0.117012	0.088341	0.159837	0.093890	0.093572	0.114932	0.149939	0.082840	
3890	0.084709	0.080630	0.117236	0.091738	0.156910	0.093984	0.099591	0.118153	0.151878	0.077056	
3900	0.088177	0.082369	0.118646	0.087236	0.156969	0.093173	0.098827	0.119340	0.145766	0.071837	
3910	0.084650	0.082828	0.118587	0.093631	0.156875	0.092209	0.095312	0.120633	0.148716	0.068287	
3920	0.083827	0.089693	0.118823	0.093749	0.158579	0.092314	0.100249	0.120057	0.149116	0.068498	
3930	0.087965	0.085955	0.117036	0.094513	0.155123	0.093666	0.105422	0.122279	0.147270	0.068051	
3940	0.087542	0.091926	0.115954	0.088588	0.156945	0.095218	0.109089	0.118999	0.145648	0.069462	
3950	0.085108	0.092056	0.116201	0.088964	0.155534	0.092691	0.107679	0.117447	0.146001	0.068098	
3960	0.090175	0.086836	0.117001	0.087977	0.156616	0.089693	0.102060	0.117929	0.146377	0.071261	
3970	0.089587	0.088894	0.117200	0.077068	0.156475	0.089234	0.098462	0.117682	0.146471	0.070097	
3980	0.098039	0.089846	0.114403	0.079337	0.154759	0.090069	0.095347	0.116601	0.148469	0.072906	
3990	0.096264	0.087471	0.112863	0.084203	0.156498	0.089834	0.096100	0.120386	0.145343	0.074905	
4000	0.101707	0.084897	0.117694	0.082416	0.152678	0.092832	0.093537	0.119046	0.146177	0.074940	
4010	0.105668	0.091397	0.114250	0.084215	0.157556	0.093478	0.087224	0.123360	0.150162	0.072236	
4020	0.096252	0.091456	0.114309	0.083286	0.155440	0.090810	0.087906	0.119928	0.145613	0.072319	
4030	0.096100	0.090339	0.113603	0.082111	0.152983	0.092103	0.088553	0.119152	0.145977	0.069674	
4040	0.107349	0.089517	0.115367	0.080418	0.155064	0.091973	0.094042	0.119446	0.145789	0.067205	
4050	0.108619	0.089376	0.115637	0.079325	0.154665	0.094254	0.093796	0.119634	0.151761	0.066535	
4060	0.103376	0.089517	0.113709	0.082369	0.154406	0.092679	0.096640	0.118599	0.149527	0.070050	
4070	0.101049	0.084156	0.112827	0.082240	0.156557	0.092432	0.098709	0.124195	0.149022	0.066488	
4080	0.103435	0.083933	0.113897	0.084380	0.157838	0.093078	0.099121	0.131083	0.149304	0.067746	
4090	0.097404	0.081981	0.115566	0.080747	0.160436	0.091339	0.099403	0.126605	0.147376	0.066453	
4100	0.105856	0.085590	0.119869	0.083780	0.161918	0.093478	0.102189	0.126769	0.145507	0.063796	
4110	0.101860	0.086143	0.114085	0.085520	0.155652	0.093078	0.105410	0.125206	0.146694	0.064783	
4120	0.098698	0.082534	0.115684	0.083239	0.155899	0.090904	0.107796	0.125488	0.148481	0.065853	
4130	0.101895	0.082123	0.114109	0.082299	0.152831	0.091350	0.109207	0.125782	0.148187	0.065489	
4140	0.096123	0.081829	0.112404	0.087271	0.155146	0.090939	0.110700	0.123678	0.150621	0.070085	
4150	0.092150	0.084462	0.115143	0.083345	0.156275	0.093513	0.110135	0.124665	0.146706	0.065019	
4160	0.091468	0.083275	0.114332	0.089869	0.153266	0.091562	0.106068	0.128721	0.147153	0.068310	
4170	0.092996	0.073717	0.115837	0.097828	0.153277	0.093666	0.103940	0.118693	0.147435	0.068816	
4180	0.092314	0.069486	0.115813	0.099673	0.159378	0.093090	0.104375	0.120492	0.147329	0.065489	
4190	0.090927	0.068839	0.114309	0.099697	0.154465	0.093290	0.108337	0.120445	0.148963	0.066335	
4200	0.088435	0.069462	0.112816	0.100649	0.155429	0.092432	0.105245	0.119434	0.146859	0.066747	
4210	0.091033	0.068169	0.114215	0.101871	0.155840	0.093361	0.108913	0.120221	0.150527	0.067522	
4220	0.090116	0.066476	0.108866	0.104387	0.153007	0.091421	0.109900	0.119598	0.147635	0.069074	
4230	0.091433	0.071731	0.108384	0.107502	0.154488	0.089787	0.107103	0.117812	0.145542	0.066946	
4240	0.091480	0.068416	0.109818	0.114026	0.153971	0.092961	0.106585	0.117353	0.147576	0.064795	
4250	0.092079	0.065571	0.107314	0.113803	0.154876	0.094101	0.109630	0.114567	0.146624	0.061022	
4260	0.091785	0.068145	0.108043	0.099156	0.156240	0.097169	0.110876	0.118376	0.146800	0.062338	
4270	0.092291	0.074117	0.108513	0.107761	0.156052	0.095676	0.112028	0.116930	0.149328	0.063314	
4280	0.093560	0.070532	0.110994	0.101695	0.156393	0.096229	0.114791	0.126522	0.148646	0.063208	
4290	0.091186	0.069439	0.105715	0.103153	0.154053	0.094665	0.116530	0.122314	0.145813	0.057624	
4300	0.091774	0.067593	0.100179	0.119258	0.158309	0.094877	0.115566	0.117388	0.150350	0.058471	
4310	0.092009	0.070826	0.103270	0.107761	0.154947	0.092879	0.116836	0.116989	0.147964	0.059317	
4320	0.093690	0.070614	0.107878	0.109571	0.157885	0.092009	0.115225	0.117059	0.149821	0.056461	
4330	0.092338	0.075422	0.109360	0.109266	0.156898	0.094571	0.116660	0.118611	0.148211	0.058377	
4340	0.089658	0.072366	0.108548	0.124242	0.156240	0.089564	0.117870	0.119822	0.151714	0.057378	
4350	0.091409	0.074282	0.112663	0.107667	0.155805	0.092502	0.119669	0.115672	0.151091	0.059670	
4360	0.092879	0.072848	0.112063	0.110653	0.154947	0.092056	0.118270	0.117036	0.153665	0.058871	
4370	0.092185	0.074117	0.114179	0.107549	0.158520	0.093513	0.118940	0.118399	0.152008	0.061398	
4380	0.092068	0.072871	0.113968	0.109054	0.160237	0.094818	0.120656	0.117624	0.148387	0.058165	
4390	0.091021	0.076351	0.115825	0.105351	0.162588	0.096417	0.121268	0.122008	0.149245	0.057566	
4400	0.094078	0.074129	0.116354	0.106585	0.159837	0.094054	0.121985	0.120268	0.146118	0.060963	
4410	0.091527	0.078196	0.115801	0.111887	0.159496	0.097510	0.120245	0.120809	0.146753	0.071719	
4420	0.095042	0.079184	0.115049	0.116142	0.155346	0.093196	0.118635	0.119563	0.148140	0.072848	
4430	0.092714	0.078337	0.115155	0.106950	0.157415	0.094513	0.123184	0.127933	0.149845	0.074423	
4440	0.090022	0.082076	0.121056	0.109665	0.156310	0.093173	0.122890	0.124653	0.149057	0.071096	
4450	0.088541	0.079889	0.120562	0.117412	0.155417	0.099250	0.128697	0.127098	0.147411	0.069932	
4460	0.094419	0.078984	0.124383	0.118611	0.155440	0.095512	0.124018	0.123313	0.147012	0.066535	
4470	0.089011	0.081182	0.124583	0.103858	0.153019	0.090481	0.125347	0.130119	0.146977	0.072718	
4480	0.093831	0.079583	0.125488	0.106562	0.155946	0.090481	0.122643	0.133575	0.147494	0.071848	
4490	0.087189	0.081123	0.122455	0.099027	0.154547	0.091973	0.122537	0.135351	0.143697	0.067934	
4500	0.086966	0.085003	0.120656	0.093184	0.158685	0.093502	0.123995	0.135398	0.144708	0.075551	
4510	0.084227	0.081911	0.121726	0.097640	0.156016	0.093314	0.124230	0.135950	0.146071	0.075493	
4520	0.083216	0.079666	0.117283	0.103858	0.156992	0.093020	0.120680	0.130460	0.147670	0.083956	
4530	0.085661	0.080900	0.117823	0.104987	0.156686	0.096864	0.123772	0.131812	0.147247	0.079595	
4540	0.086543	0.078443	0.115931	0.088482	0.160331	0.094724	0.129061	0.138807	0.142063	0.078032	
4550	0.084967	0.080841	0.114896	0.088764	0.159719	0.095324	0.136162	0.130637	0.145119	0.072201	
4560	0.086731	0.081464	0.115707	0.090116	0.160577	0.095077	0.138466	0.122396	0.149539	0.076221	
4570	0.083533	0.078819	0.115954	0.087553	0.162905	0.096664	0.142263	0.129967	0.149140	0.069227	
4580	0.083251	0.079078	0.117189	0.084403	0.159061	0.093502	0.146001	0.117588	0.154277	0.069027	
4590	0.081840	0.079384	0.116354	0.088282	0.161812	0.096440	0.149845	0.115225	0.151843	0.070344	
4600	0.079266	0.078478	0.116848	0.088776	0.158391	0.092103	0.147212	0.117753	0.152737	0.075728	
4610	0.075587	0.078643	0.117800	0.085532	0.155581	0.091691	0.143955	0.115190	0.160777	0.075986	
4620	0.079231	0.079595	0.122020	0.085296	0.158720	0.092914	0.145354	0.118106	0.150197	0.072601	
4630	0.077256	0.080888	0.117530	0.084603	0.159708	0.096464	0.145366	0.117741	0.151820	0.070450	
4640	0.079466	0.079384	0.117212	0.083145	0.157991	0.097875	0.152666	0.116718	0.147529	0.079290	
4650	0.076045	0.081488	0.116742	0.083004	0.151373	0.100508	0.150315	0.120715	0.148693	0.072389	
4660	0.076903	0.088694	0.117482	0.083662	0.147929	0.101578	0.151549	0.119399	0.151867	0.067170	
4670	0.079254	0.091691	0.113098	0.084756	0.150350	0.109724	0.149045	0.118717	0.149998	0.070226	
4680	0.077115	0.098392	0.112169	0.084297	0.145225	0.107796	0.145578	0.115625	0.142792	0.064478	
4690	0.075775	0.110617	0.111123	0.083768	0.144461	0.108360	0.155205	0.118952	0.145060	0.074246	
4700	0.077820	0.118693	0.113157	0.083345	0.140194	0.122549	0.158473	0.117353	0.142474	0.080935	
