T	p_1	p_2	p_3	p_4	p_5	p_6	p_7	p_8	p_9	p_10
13740	0.132083	0.077068	0.129261	0.103599	0.093713	0.091221	0.059929	0.124888	0.148869	0.126158	
13750	0.123395	0.076609	0.132659	0.102683	0.092514	0.095277	0.063549	0.125135	0.147823	0.127745	
13760	0.115472	0.081558	0.134210	0.103400	0.090022	0.090504	0.062785	0.125899	0.153183	0.127275	
13770	0.121468	0.086072	0.134669	0.104904	0.093302	0.083827	0.067358	0.122737	0.143591	0.123901	
13780	0.120316	0.089846	0.128227	0.105892	0.088447	0.084744	0.067934	0.128615	0.151197	0.126146	
13790	0.111734	0.087107	0.138007	0.104928	0.086354	0.084944	0.069109	0.125194	0.148293	0.126946	
13800	0.104223	0.088976	0.132565	0.105245	0.090833	0.089246	0.066606	0.125276	0.124724	0.126710	
13810	0.104846	0.089164	0.129720	0.105081	0.094325	0.082734	0.062973	0.122091	0.122749	0.126769	
13820	0.098980	0.086519	0.121174	0.106009	0.091915	0.087601	0.059482	0.123278	0.107549	0.130225	
13830	0.095594	0.085332	0.119163	0.106938	0.090892	0.083768	0.057448	0.120127	0.120515	0.129050	
13840	0.094407	0.085696	0.124065	0.110194	0.093549	0.083992	0.058036	0.123678	0.114461	0.129120	
13850	0.094771	0.084262	0.119175	0.114379	0.091868	0.078772	0.063408	0.128239	0.093843	0.126569	
13860	0.090680	0.086778	0.123513	0.115813	0.090927	0.078537	0.057636	0.129273	0.092843	0.125782	
13870	0.088329	0.090880	0.118399	0.113321	0.089564	0.078972	0.058200	0.133364	0.093901	0.128897	
13880	0.089211	0.088506	0.122020	0.122620	0.090128	0.080630	0.058894	0.126005	0.101072	0.127004	
13890	0.087565	0.093890	0.119328	0.121902	0.092973	0.078937	0.057166	0.124794	0.105198	0.129896	
13900	0.089011	0.094207	0.123842	0.116977	0.089587	0.081793	0.058295	0.122937	0.103976	0.125594	
13910	0.091033	0.092314	0.132165	0.118858	0.092514	0.081887	0.056802	0.122161	0.113591	0.130895	
13920	0.091550	0.088941	0.133176	0.127063	0.091151	0.080547	0.056719	0.123819	0.114273	0.132494	
13930	0.089176	0.092761	0.134692	0.126240	0.093666	0.083028	0.056331	0.122690	0.104846	0.131448	
13940	0.088341	0.091315	0.131154	0.125958	0.097075	0.080771	0.058788	0.119504	0.100849	0.129673	
13950	0.088988	0.091633	0.135362	0.123301	0.094442	0.080218	0.058941	0.123642	0.107726	0.127016	
13960	0.087166	0.092021	0.141875	0.112157	0.093337	0.081053	0.058565	0.121691	0.119446	0.126699	
13970	0.086695	0.090904	0.136079	0.117518	0.092561	0.082510	0.059341	0.122913	0.125053	0.127404	
13980	0.090140	0.090927	0.143015	0.118529	0.091915	0.084826	0.058295	0.120221	0.136279	0.126487	
13990	0.086695	0.087988	0.136902	0.120774	0.090833	0.089728	0.058777	0.126334	0.119258	0.126358	
14000	0.088494	0.092256	0.134916	0.118834	0.093290	0.085238	0.059188	0.124783	0.124406	0.125923	
14010	0.089187	0.093455	0.139359	0.112498	0.093396	0.086437	0.057366	0.121973	0.118435	0.127134	
14020	0.088764	0.089199	0.142897	0.111405	0.096629	0.086366	0.059353	0.120786	0.111005	0.130507	
14030	0.083063	0.091738	0.148951	0.107737	0.095347	0.088447	0.057460	0.121797	0.110770	0.124453	
14040	0.087201	0.089787	0.138219	0.112769	0.098180	0.082005	0.056343	0.121009	0.106068	0.127792	
14050	0.087800	0.088329	0.142991	0.109595	0.097816	0.084932	0.058236	0.121115	0.108219	0.126146	
14060	0.089082	0.089352	0.141181	0.109489	0.102154	0.078537	0.058588	0.123713	0.114026	0.127392	
14070	0.084274	0.086108	0.135915	0.108114	0.100038	0.079090	0.059282	0.126170	0.122819	0.125829	
14080	0.083615	0.086590	0.131777	0.109842	0.098427	0.078220	0.059729	0.126828	0.132353	0.129238	
14090	0.077221	0.086707	0.127827	0.115719	0.100132	0.079054	0.060352	0.128109	0.129508	0.124912	
14100	0.081065	0.085579	0.130061	0.109524	0.099803	0.079619	0.058036	0.122855	0.128662	0.124959	
14110	0.078267	0.083980	0.129508	0.106832	0.100308	0.078525	0.060175	0.120950	0.137255	0.124947	
14120	0.082863	0.085155	0.123031	0.106738	0.099344	0.079325	0.059106	0.127110	0.165667	0.127663	
14130	0.084791	0.083345	0.125711	0.111311	0.099379	0.079054	0.059823	0.133881	0.157639	0.125076	
14140	0.084368	0.085026	0.126534	0.107114	0.101378	0.081288	0.059106	0.133164	0.160589	0.127416	
14150	0.085673	0.084744	0.123442	0.109865	0.100355	0.079301	0.058777	0.135456	0.162047	0.127745	
14160	0.087695	0.084427	0.128591	0.108878	0.101166	0.081699	0.058659	0.128003	0.147529	0.126605	
14170	0.094583	0.086155	0.130366	0.110359	0.101589	0.075598	0.060704	0.123160	0.143027	0.129355	
14180	0.100449	0.087953	0.132858	0.109724	0.102001	0.079548	0.062726	0.123560	0.151373	0.126393	
14190	0.096205	0.086084	0.133975	0.112604	0.103212	0.076198	0.058318	0.122596	0.146741	0.128956	
14200	0.099897	0.085261	0.129050	0.115519	0.106033	0.077138	0.060246	0.127192	0.150362	0.124477	
14210	0.097828	0.084956	0.130119	0.116648	0.109371	0.079172	0.060070	0.129014	0.130648	0.127874	
14220	0.104846	0.087307	0.125946	0.120797	0.105598	0.084615	0.061974	0.126710	0.144120	0.126863	
14230	0.104469	0.086719	0.124771	0.124736	0.098886	0.085461	0.063890	0.134716	0.140382	0.125982	
14240	0.105175	0.087142	0.126593	0.117224	0.098039	0.092385	0.063561	0.134845	0.150985	0.125276	
14250	0.100825	0.087847	0.121021	0.119551	0.099579	0.082510	0.064725	0.125288	0.169935	0.127004	
14260	0.104775	0.090257	0.123219	0.120715	0.101542	0.083604	0.065171	0.123960	0.156298	0.127721	
14270	0.104399	0.092585	0.122549	0.120809	0.102130	0.093031	0.063208	0.114591	0.152584	0.127263	
14280	0.113897	0.095089	0.127310	0.123830	0.104505	0.078490	0.064666	0.119481	0.156839	0.123337	
14290	0.102647	0.101084	0.121997	0.121714	0.103482	0.076456	0.062585	0.124406	0.143203	0.122796	
14300	0.111687	0.098086	0.121362	0.118023	0.104034	0.078173	0.064725	0.123078	0.148857	0.125852	
14310	0.111005	0.102706	0.121914	0.118975	0.104528	0.076856	0.061692	0.116377	0.160530	0.127580	
14320	0.111158	0.113086	0.122337	0.120363	0.100143	0.077726	0.067005	0.119728	0.162305	0.122561	
14330	0.105727	0.109019	0.122667	0.126922	0.098839	0.076433	0.067229	0.115743	0.149986	0.127004	
14340	0.099650	0.100696	0.126029	0.126358	0.100543	0.076774	0.071719	0.121679	0.143509	0.121997	
14350	0.106656	0.098074	0.123678	0.126287	0.096875	0.075034	0.075046	0.120527	0.140899	0.124171	
14360	0.106632	0.085896	0.121891	0.131847	0.099979	0.074317	0.070226	0.122678	0.142145	0.128286	
14370	0.102424	0.085555	0.118646	0.128462	0.096217	0.076221	0.082123	0.121738	0.148399	0.131413	
14380	0.095206	0.087659	0.123313	0.130249	0.095829	0.075210	0.079466	0.119457	0.151314	0.126828	
14390	0.105657	0.087753	0.121068	0.127122	0.096687	0.075657	0.078913	0.121808	0.157991	0.122490	
14400	0.103987	0.086401	0.122161	0.128662	0.096840	0.076480	0.077162	0.117482	0.157744	0.126828	
14410	0.100273	0.088764	0.121573	0.134692	0.095935	0.080841	0.070097	0.113627	0.163340	0.139053	
14420	0.102142	0.090692	0.109747	0.139183	0.095571	0.077703	0.060175	0.116836	0.163246	0.140382	
14430	0.112475	0.087107	0.114685	0.134927	0.096617	0.074999	0.060222	0.111088	0.153865	0.132823	
14440	0.106715	0.090175	0.123137	0.138184	0.095935	0.082663	0.055638	0.104152	0.156933	0.131977	
14450	0.104399	0.090939	0.117435	0.136550	0.097299	0.075657	0.058729	0.110864	0.167301	0.129426	
14460	0.108490	0.092197	0.120292	0.138289	0.093408	0.074787	0.058659	0.109465	0.157439	0.131083	
14470	0.119234	0.090104	0.122866	0.133975	0.094524	0.073024	0.057319	0.110335	0.163552	0.125441	
14480	0.115261	0.088811	0.120680	0.119457	0.094783	0.073741	0.057037	0.113392	0.175777	0.111135	
14490	0.114826	0.087977	0.120304	0.117859	0.094571	0.073388	0.058177	0.112675	0.160813	0.116436	
14500	0.107443	0.089176	0.124089	0.109947	0.096205	0.071014	0.059999	0.113580	0.158932	0.120833	
14510	0.106092	0.086543	0.126475	0.111993	0.094501	0.069521	0.057460	0.114544	0.148023	0.108454	
14520	0.103541	0.085543	0.124018	0.110617	0.096194	0.072060	0.057519	0.116013	0.148528	0.113956	
14530	0.107585	0.087213	0.111899	0.111252	0.094383	0.072989	0.057378	0.121185	0.151855	0.116366	
14540	0.102988	0.086801	0.123913	0.130272	0.093455	0.075363	0.057813	0.117412	0.154970	0.119657	
14550	0.106480	0.088000	0.134563	0.123513	0.090575	0.075022	0.057989	0.124512	0.177564	0.121902	
14560	0.100237	0.088247	0.127968	0.113486	0.090198	0.074470	0.061845	0.124794	0.184182	0.121797	
14570	0.099415	0.085967	0.112545	0.102118	0.090998	0.078020	0.061880	0.122643	0.169124	0.117424	
14580	0.107349	0.087130	0.113791	0.094501	0.091433	0.077350	0.060081	0.120057	0.159790	0.112992	
14590	0.104187	0.085555	0.103940	0.099532	0.092079	0.075986	0.059929	0.119387	0.153066	0.117671	
14600	0.106879	0.086966	0.111699	0.101084	0.092444	0.074764	0.062550	0.118058	0.147811	0.119751	
14610	0.107761	0.086989	0.109959	0.103223	0.093043	0.075387	0.061633	0.117353	0.140405	0.120574	
14620	0.098333	0.087330	0.106938	0.102118	0.089399	0.080148	0.059882	0.117083	0.137008	0.122384	
14630	0.097593	0.086072	0.103858	0.106891	0.092526	0.081100	0.062832	0.115096	0.129485	0.121997	
14640	0.097451	0.086143	0.108490	0.110747	0.095430	0.081934	0.060070	0.115731	0.122714	0.125605	
14650	0.097099	0.089423	0.105363	0.102871	0.098592	0.075410	0.064219	0.116436	0.123983	0.127698	
14660	0.097028	0.088141	0.103799	0.100155	0.097216	0.078361	0.061657	0.115766	0.121609	0.126793	
14670	0.095100	0.088024	0.096053	0.102060	0.092455	0.078525	0.067158	0.113909	0.111957	0.123960	
14680	0.093819	0.087365	0.085614	0.093807	0.092502	0.076809	0.061445	0.110617	0.116236	0.120022	
14690	0.091068	0.091209	0.090786	0.094031	0.091750	0.075022	0.065289	0.098122	0.124395	0.117541	
14700	0.092749	0.088459	0.089846	0.100990	0.093937	0.076374	0.061551	0.104458	0.120045	0.115461	
14710	0.091198	0.085908	0.089740	0.093690	0.092279	0.077597	0.061445	0.105927	0.113674	0.123654	
14720	0.092091	0.088329	0.084873	0.086437	0.092937	0.075493	0.065865	0.114520	0.119128	0.123489	
14730	0.090234	0.086660	0.090739	0.075681	0.092961	0.075751	0.065630	0.117130	0.115907	0.124606	
14740	0.092608	0.090880	0.096511	0.080007	0.094971	0.077032	0.069203	0.123725	0.112498	0.125053	
14750	0.092103	0.093796	0.102518	0.077773	0.097781	0.078525	0.074752	0.123889	0.118587	0.125582	
14760	0.090022	0.092644	0.107349	0.070544	0.098627	0.075657	0.081711	0.141898	0.122196	0.122749	
14770	0.092279	0.093031	0.105845	0.065066	0.103012	0.074376	0.088306	0.137314	0.118047	0.125652	
14780	0.097698	0.092714	0.113568	0.066335	0.103635	0.078408	0.085296	0.140781	0.124583	0.127016	
14790	0.094618	0.096111	0.118940	0.065371	0.101613	0.078255	0.087448	0.143744	0.128121	0.126922	
14800	0.095312	0.105586	0.108066	0.065689	0.105951	0.078361	0.086354	0.139500	0.131918	0.124195	
14810	0.095100	0.106139	0.095006	0.066018	0.111005	0.078243	0.080383	0.151573	0.129085	0.125241	
14820	0.094654	0.106914	0.090998	0.078725	0.117177	0.079771	0.086648	0.142368	0.125323	0.124982	
14830	0.092702	0.104223	0.091503	0.090821	0.127380	0.076456	0.090116	0.150433	0.123854	0.127404	
14840	0.094266	0.105222	0.086977	0.083427	0.124759	0.079348	0.089611	0.147741	0.126158	0.130061	
14850	0.097851	0.099368	0.084885	0.078761	0.128756	0.076762	0.092408	0.160013	0.133423	0.126593	
14860	0.100543	0.099803	0.084838	0.071790	0.137819	0.078467	0.091115	0.150397	0.131577	0.127075	
14870	0.097828	0.101484	0.078902	0.072025	0.127134	0.083145	0.092021	0.143297	0.131554	0.124912	
14880	0.094854	0.100872	0.072495	0.076880	0.137713	0.089763	0.091444	0.141992	0.128027	0.125112	
14890	0.091057	0.104152	0.070873	0.081112	0.130813	0.085449	0.093607	0.144120	0.130202	0.125065	
14900	0.088882	0.105892	0.064595	0.082557	0.128074	0.083122	0.093913	0.153477	0.116695	0.127792	
14910	0.088482	0.099215	0.061645	0.079513	0.130825	0.090292	0.092162	0.168371	0.127616	0.124618	
14920	0.084991	0.104023	0.066041	0.079560	0.134633	0.087354	0.090363	0.150691	0.140382	0.122467	
14930	0.094195	0.114791	0.065747	0.078996	0.137995	0.088835	0.086637	0.151714	0.149586	0.121855	
14940	0.099015	0.116765	0.067346	0.085343	0.156110	0.084380	0.084156	0.149410	0.158908	0.115566	
14950	0.100696	0.117330	0.068910	0.079066	0.136138	0.079560	0.085967	0.140488	0.154359	0.112251	
14960	0.104822	0.117142	0.065242	0.081241	0.121338	0.082264	0.086613	0.142909	0.164845	0.110194	
14970	0.099767	0.119081	0.062479	0.076797	0.118329	0.081594	0.089082	0.136326	0.164175	0.110324	
14980	0.087448	0.117917	0.061986	0.076022	0.111581	0.085014	0.086566	0.129673	0.162106	0.118164	
14990	0.087354	0.122702	0.069450	0.073729	0.106515	0.101284	0.084838	0.127263	0.167395	0.118658	
15000	0.086472	0.118247	0.067711	0.072048	0.116048	0.092632	0.081676	0.125147	0.165268	0.117106	
15010	0.082111	0.110794	0.067722	0.071660	0.118376	0.096006	0.081958	0.125041	0.169029	0.113897	
15020	0.079231	0.103106	0.063079	0.075998	0.109736	0.086672	0.078843	0.128979	0.163775	0.115155	
15030	0.083098	0.099673	0.057483	0.079254	0.116260	0.089599	0.083016	0.125312	0.154218	0.116166	
15040	0.083439	0.095794	0.058471	0.080218	0.107925	0.081053	0.088282	0.126722	0.172098	0.119563	
15050	0.086413	0.092644	0.058071	0.092408	0.104117	0.076268	0.084991	0.130672	0.166290	0.119493	
15060	0.086213	0.088776	0.060845	0.096135	0.117682	0.076163	0.080489	0.133740	0.170064	0.124277	
15070	0.090175	0.088717	0.063902	0.109066	0.106233	0.077315	0.078043	0.137643	0.167983	0.128685	
15080	0.092620	0.088329	0.054192	0.121632	0.103670	0.073894	0.077032	0.134081	0.169194	0.126663	
15090	0.095935	0.086366	0.052523	0.123360	0.114908	0.070555	0.077726	0.134293	0.161518	0.130049	
15100	0.092350	0.088212	0.051641	0.137431	0.110171	0.071120	0.078373	0.126369	0.169946	0.129061	
15110	0.093031	0.087365	0.049525	0.146201	0.114414	0.069239	0.080559	0.117236	0.155487	0.131894	
15120	0.097205	0.088623	0.049325	0.149998	0.122878	0.072636	0.076868	0.110124	0.147529	0.137302	
15130	0.099203	0.085673	0.049560	0.157027	0.118282	0.072683	0.075093	0.108302	0.148234	0.132212	
15140	0.108290	0.090422	0.048796	0.138137	0.120562	0.070837	0.074517	0.107443	0.148564	0.128603	
15150	0.109465	0.087119	0.049701	0.125523	0.112463	0.073776	0.078114	0.109583	0.151702	0.131942	
15160	0.108725	0.084662	0.049478	0.132776	0.112663	0.068216	0.079607	0.103023	0.148023	0.141910	
15170	0.110265	0.090516	0.050842	0.138560	0.096911	0.068898	0.073788	0.103823	0.141287	0.139253	
15180	0.116918	0.086872	0.050642	0.126358	0.099332	0.074540	0.073529	0.105081	0.141781	0.140746	
15190	0.119387	0.089023	0.048314	0.102165	0.107432	0.075598	0.070332	0.105363	0.142321	0.143791	
15200	0.124512	0.088482	0.050360	0.095959	0.118270	0.075869	0.072084	0.109383	0.128203	0.145307	
15210	0.127110	0.088329	0.053157	0.103811	0.124007	0.076997	0.069298	0.102400	0.133987	0.131636	
15220	0.122878	0.087565	0.052217	0.093455	0.117330	0.076562	0.067170	0.101777	0.137290	0.129438	
15230	0.116789	0.087307	0.053228	0.101131	0.119034	0.076456	0.064031	0.102236	0.131260	0.128203	
15240	0.117506	0.088635	0.053087	0.124794	0.125394	0.077138	0.068122	0.108642	0.133928	0.123031	
15250	0.113239	0.087624	0.055062	0.125088	0.104951	0.075939	0.066265	0.104375	0.139100	0.125288	
15260	0.115684	0.088188	0.061962	0.117671	0.102142	0.078090	0.069709	0.106256	0.135985	0.125323	
15270	0.118552	0.086331	0.057613	0.123783	0.102847	0.077526	0.071472	0.103059	0.141593	0.126369	
15280	0.118364	0.086061	0.057777	0.118752	0.102871	0.077479	0.065689	0.103729	0.138184	0.125088	
15290	0.123290	0.086190	0.054474	0.130072	0.097945	0.075187	0.069874	0.106021	0.125582	0.125429	
15300	0.121503	0.087189	0.055991	0.127768	0.100061	0.078043	0.069909	0.105328	0.122138	0.123395	
15310	0.125182	0.087483	0.054615	0.120468	0.099509	0.080206	0.068780	0.102118	0.128274	0.123031	
15320	0.131683	0.081288	0.056661	0.133446	0.100661	0.082875	0.068945	0.104023	0.128356	0.128321	
15330	0.128051	0.085426	0.052958	0.133540	0.096676	0.085778	0.069192	0.105774	0.125217	0.128121	
15340	0.134516	0.087013	0.051241	0.130660	0.097252	0.083992	0.066782	0.110864	0.121127	0.125076	
15350	0.135539	0.088753	0.051523	0.131742	0.093220	0.086307	0.068392	0.108008	0.125018	0.124912	
15360	0.134210	0.087389	0.049114	0.135409	0.093549	0.081758	0.068580	0.108842	0.134786	0.127063	
15370	0.127945	0.092338	0.049525	0.131424	0.099426	0.085449	0.068698	0.106374	0.139230	0.123960	
15380	0.128286	0.088800	0.050536	0.129073	0.108078	0.079748	0.072354	0.105657	0.138407	0.128450	
15390	0.127157	0.085802	0.051136	0.130166	0.110958	0.080982	0.069521	0.099932	0.143473	0.125429	
15400	0.128521	0.085778	0.050971	0.127404	0.110617	0.078173	0.070085	0.099109	0.134622	0.124195	
15410	0.133364	0.089905	0.049255	0.128591	0.106103	0.079325	0.074599	0.096370	0.137831	0.120915	
15420	0.148035	0.088835	0.050125	0.124230	0.104528	0.076938	0.084039	0.103882	0.137960	0.119234	
15430	0.143321	0.087871	0.049302	0.119034	0.108278	0.074282	0.085967	0.109207	0.130966	0.122478	
15440	0.143709	0.084732	0.048397	0.124371	0.103223	0.076856	0.086977	0.105915	0.137878	0.123913	
15450	0.142474	0.083004	0.049290	0.115367	0.104175	0.076315	0.096969	0.114262	0.136432	0.120868	
15460	0.138818	0.075387	0.049031	0.119457	0.106268	0.077656	0.109559	0.108936	0.131354	0.120280	
15470	0.135339	0.077832	0.049596	0.119740	0.107079	0.077785	0.103188	0.109277	0.137079	0.122455	
15480	0.132365	0.086319	0.050219	0.121268	0.111135	0.078420	0.101472	0.110900	0.125570	0.116366	
15490	0.127992	0.084826	0.050936	0.123348	0.111052	0.079207	0.088952	0.108819	0.122008	0.113580	
15500	0.117847	0.079677	0.050736	0.131048	0.113392	0.080583	0.076421	0.104846	0.122678	0.116272	
15510	0.121562	0.083662	0.048690	0.132106	0.109924	0.084097	0.085626	0.105751	0.117482	0.116107	
15520	0.118776	0.083768	0.054627	0.129449	0.111628	0.080065	0.091209	0.102929	0.115214	0.111699	
15530	0.121221	0.080923	0.052452	0.132647	0.109407	0.080489	0.091527	0.103529	0.116648	0.115531	
15540	0.130378	0.084909	0.051171	0.133376	0.111452	0.079548	0.088141	0.102906	0.113603	0.109277	
15550	0.141322	0.080947	0.052711	0.134445	0.105128	0.079360	0.094712	0.101225	0.113333	0.108831	
15560	0.148199	0.085214	0.047009	0.136267	0.103870	0.080747	0.089787	0.095994	0.109853	0.107526	
15570	0.146518	0.086448	0.050148	0.130425	0.107138	0.077879	0.092620	0.090633	0.110124	0.103212	
15580	0.147658	0.088494	0.048926	0.129779	0.104834	0.077268	0.092702	0.079924	0.109089	0.099109	
15590	0.142498	0.088647	0.049819	0.128180	0.097757	0.079913	0.087965	0.082699	0.106127	0.091868	
15600	0.147929	0.091879	0.052652	0.124536	0.094971	0.079560	0.095712	0.085202	0.106515	0.098192	
15610	0.140499	0.089575	0.050971	0.121138	0.096570	0.080853	0.095853	0.079207	0.108266	0.104152	
15620	0.127040	0.093102	0.053792	0.121362	0.094689	0.080865	0.087189	0.079113	0.119305	0.095477	
15630	0.139042	0.092291	0.054850	0.119587	0.095900	0.077773	0.097463	0.076692	0.116765	0.097287	
15640	0.154265	0.085402	0.059952	0.117494	0.097569	0.080124	0.093337	0.080077	0.111381	0.090622	
15650	0.153230	0.088024	0.055144	0.111769	0.097722	0.079783	0.084133	0.093984	0.116142	0.093125	
15660	0.145448	0.086437	0.054627	0.106021	0.098745	0.079290	0.091245	0.098792	0.113227	0.095970	
15670	0.153183	0.087836	0.054686	0.112310	0.102953	0.085849	0.091727	0.103000	0.108925	0.096170	
15680	0.156863	0.088529	0.059106	0.102318	0.103047	0.084086	0.086695	0.101260	0.113474	0.103929	
15690	0.153019	0.090175	0.052311	0.104528	0.103470	0.085003	0.080606	0.105951	0.114908	0.101695	
15700	0.140805	0.090151	0.048314	0.110041	0.111229	0.085355	0.075081	0.109124	0.112228	0.105704	
15710	0.142956	0.096711	0.047186	0.093525	0.108419	0.087024	0.071613	0.121538	0.108889	0.100496	
15720	0.141216	0.101213	0.053616	0.087530	0.112475	0.086049	0.067699	0.144767	0.114215	0.096864	
15730	0.134140	0.098850	0.052922	0.087095	0.103212	0.082593	0.069380	0.124853	0.110852	0.089787	
15740	0.136232	0.096488	0.052558	0.084062	0.095206	0.085708	0.069674	0.119869	0.109830	0.085543	
15750	0.145084	0.095042	0.049372	0.086872	0.091503	0.086590	0.069497	0.129849	0.110088	0.085955	
15760	0.146671	0.098133	0.046939	0.087553	0.092397	0.085743	0.074576	0.123207	0.106186	0.085003	
15770	0.140664	0.095900	0.045822	0.085320	0.090445	0.088106	0.073741	0.112616	0.102777	0.090187	
15780	0.138454	0.095900	0.045669	0.092773	0.088847	0.094195	0.067346	0.113086	0.104704	0.094207	
15790	0.148881	0.098439	0.047174	0.090081	0.089846	0.093278	0.067358	0.111946	0.104034	0.087553	
15800	0.142321	0.097851	0.048220	0.096006	0.086860	0.097628	0.064830	0.114614	0.104751	0.089763	
15810	0.143520	0.104034	0.048949	0.092890	0.090563	0.095676	0.069321	0.123654	0.105598	0.086566	
15820	0.141945	0.107655	0.049737	0.086296	0.084909	0.097687	0.067111	0.115766	0.104834	0.089693	
15830	0.149057	0.104893	0.047350	0.074764	0.085144	0.095453	0.061727	0.107514	0.105727	0.094795	
15840	0.134375	0.104622	0.051100	0.080159	0.084050	0.096629	0.057048	0.107643	0.103023	0.097440	
15850	0.143027	0.104434	0.057636	0.074294	0.094560	0.094019	0.057695	0.109818	0.103388	0.106621	
15860	0.136079	0.103329	0.051382	0.068851	0.099614	0.098251	0.056825	0.111358	0.101824	0.097710	
15870	0.146212	0.113580	0.051218	0.074740	0.102624	0.094230	0.057683	0.105304	0.097781	0.096147	
15880	0.146342	0.097663	0.049901	0.064830	0.099509	0.093231	0.056026	0.105645	0.104928	0.095618	
15890	0.151608	0.101201	0.048479	0.064607	0.102647	0.100296	0.053686	0.106726	0.105010	0.094630	
15900	0.137208	0.092808	0.048467	0.060975	0.103094	0.102224	0.056296	0.103505	0.103846	0.096217	
15910	0.141698	0.095394	0.047785	0.062809	0.100849	0.110523	0.054933	0.108501	0.105927	0.094466	
15920	0.150703	0.095723	0.048679	0.059294	0.104164	0.100849	0.056214	0.103212	0.105457	0.094372	
15930	0.137749	0.096699	0.049549	0.060352	0.103588	0.101166	0.056402	0.103000	0.105233	0.099779	
15940	0.139183	0.092150	0.050971	0.060740	0.100026	0.099697	0.057824	0.103388	0.110664	0.097052	
15950	0.135503	0.099391	0.050148	0.063255	0.101225	0.090610	0.058224	0.102036	0.103917	0.099708	
15960	0.139676	0.096676	0.048432	0.062668	0.103999	0.087695	0.054956	0.101601	0.105845	0.098286	
15970	0.138254	0.104011	0.049678	0.059470	0.101813	0.081605	0.055826	0.104187	0.108713	0.091633	
15980	0.140441	0.122243	0.049560	0.060798	0.100766	0.078819	0.054815	0.102024	0.107585	0.090363	
15990	0.133329	0.113309	0.049619	0.060869	0.101824	0.079137	0.053922	0.105233	0.104317	0.091562	
16000	0.129367	0.116307	0.053052	0.067452	0.095547	0.078137	0.058494	0.108701	0.105516	0.086648	
16010	0.130413	0.114062	0.052335	0.065254	0.097216	0.081029	0.059717	0.109324	0.101836	0.084767	
16020	0.130672	0.110841	0.051230	0.075316	0.100625	0.079771	0.059787	0.110077	0.102506	0.087107	
16030	0.129696	0.109971	0.051335	0.076715	0.105339	0.079572	0.058389	0.108513	0.107173	0.085097	
16040	0.129355	0.117236	0.050360	0.071602	0.102988	0.077185	0.058694	0.113215	0.104375	0.092549	
16050	0.130695	0.124042	0.047844	0.072460	0.106139	0.076903	0.058624	0.116460	0.101225	0.090057	
16060	0.119928	0.117988	0.045035	0.069192	0.101954	0.079078	0.057436	0.112545	0.100002	0.090022	
16070	0.121080	0.118399	0.043506	0.066559	0.102647	0.077185	0.056778	0.128121	0.101707	0.087448	
16080	0.118776	0.116554	0.043800	0.071978	0.109842	0.075469	0.057472	0.118975	0.098815	0.083627	
16090	0.117506	0.107714	0.047268	0.073929	0.105692	0.076280	0.055532	0.119199	0.097005	0.087330	
16100	0.108031	0.117130	0.045634	0.066112	0.109759	0.077115	0.056002	0.123489	0.099027	0.086813	
16110	0.115167	0.119916	0.045869	0.061445	0.107338	0.077127	0.054874	0.117600	0.096100	0.083086	
16120	0.119881	0.121938	0.044317	0.059611	0.105104	0.081206	0.055967	0.119352	0.103811	0.085684	
16130	0.117306	0.124171	0.046633	0.060892	0.105598	0.079031	0.051136	0.120774	0.104869	0.091409	
16140	0.114132	0.120280	0.050042	0.060117	0.104552	0.081864	0.053487	0.120245	0.103435	0.085343	
16150	0.119199	0.123572	0.050853	0.059564	0.095841	0.082628	0.054603	0.119375	0.104011	0.091386	
16160	0.113815	0.135057	0.049678	0.057836	0.099121	0.083780	0.054474	0.111358	0.103717	0.089258	
16170	0.120080	0.131800	0.048220	0.059458	0.099544	0.084062	0.052099	0.109900	0.108784	0.086378	
16180	0.116483	0.118505	0.047292	0.058647	0.096828	0.079125	0.052699	0.107091	0.107914	0.089517	
16190	0.122326	0.123924	0.047127	0.064301	0.094078	0.082734	0.051418	0.105574	0.104951	0.088035	
16200	0.129696	0.123595	0.046304	0.062985	0.093831	0.080712	0.060704	0.106468	0.106938	0.090257	
16210	0.124395	0.117482	0.048197	0.059670	0.095053	0.083063	0.056731	0.105128	0.108090	0.084897	
16220	0.124583	0.117600	0.046386	0.068157	0.098474	0.080794	0.053263	0.107232	0.104669	0.082569	
16230	0.117776	0.113004	0.047162	0.063949	0.095324	0.084791	0.054991	0.101848	0.102965	0.085461	
16240	0.122232	0.109019	0.048197	0.069239	0.093396	0.080218	0.058871	0.102659	0.105245	0.083192	
16250	0.123548	0.111182	0.047092	0.069262	0.091139	0.085144	0.058095	0.101801	0.104223	0.079019	
16260	0.122996	0.112169	0.046633	0.069427	0.093361	0.086296	0.055109	0.103987	0.104422	0.082028	
16270	0.119399	0.106045	0.048538	0.073906	0.093314	0.079666	0.053522	0.102788	0.110088	0.080583	
16280	0.109630	0.100790	0.047973	0.085555	0.094089	0.079207	0.054874	0.106103	0.112792	0.077303	
16290	0.105457	0.101672	0.046386	0.074952	0.091127	0.084838	0.052628	0.102800	0.113321	0.081382	
16300	0.095147	0.100120	0.044541	0.081041	0.091480	0.091797	0.053863	0.101331	0.110829	0.082652	
16310	0.100731	0.097310	0.044788	0.075034	0.092162	0.087753	0.060128	0.101860	0.106244	0.082123	
