T	p_1	p_2	p_3	p_4	p_5	p_6	p_7	p_8	p_9	p_10
15950	0.995200	0.990267	0.994200	0.995467	0.997600	0.997533	0.996000	0.995267	0.996667	0.996867	
15960	0.993333	0.995600	0.993067	0.994667	0.998200	0.998400	0.993400	0.995067	0.997467	0.994400	
15970	0.995133	0.997600	0.993400	0.994000	0.998067	0.996600	0.991933	0.992267	0.996133	0.993467	
15980	0.996533	0.999000	0.993533	0.994600	0.998333	0.998600	0.992067	0.992867	0.997333	0.994800	
15990	0.997133	0.999467	0.993867	0.994467	0.998533	0.999200	0.993400	0.992533	0.995733	0.995333	
16000	0.997133	0.999400	0.993800	0.996267	0.997800	0.998933	0.993867	0.994600	0.995467	0.994467	
16010	0.993733	0.999533	0.995067	0.996600	0.996933	0.998200	0.996067	0.991200	0.993067	0.995467	
16020	0.992867	0.999467	0.993200	0.997200	0.997200	0.997067	0.994467	0.991067	0.994800	0.994533	
16030	0.993133	0.998667	0.994400	0.996467	0.996733	0.997000	0.993467	0.994267	0.995267	0.996467	
16040	0.992733	0.999067	0.993733	0.996467	0.996800	0.997467	0.994200	0.994133	0.994267	0.996133	
16050	0.993200	0.998800	0.994533	0.995467	0.996933	0.997000	0.992133	0.995800	0.996133	0.996533	
16060	0.994333	0.998333	0.994400	0.998000	0.996133	0.997267	0.992733	0.995067	0.996467	0.997200	
16070	0.993667	0.998533	0.994667	0.997267	0.994400	0.997067	0.995267	0.996400	0.996200	0.995867	
16080	0.995533	0.998733	0.993400	0.998667	0.994533	0.997533	0.994600	0.995267	0.997067	0.995533	
16090	0.996400	0.997000	0.994933	0.999067	0.994933	0.995333	0.995200	0.995067	0.997533	0.993667	
16100	0.995733	0.999333	0.994800	0.999400	0.995600	0.993333	0.997000	0.995467	0.996467	0.996000	
16110	0.994067	0.998800	0.995533	0.999000	0.996000	0.994533	0.997333	0.993000	0.996333	0.994133	
16120	0.993933	0.999200	0.996533	0.999200	0.995000	0.995867	0.997400	0.992867	0.997800	0.993800	
16130	0.993667	0.998533	0.995733	0.997667	0.993267	0.995867	0.998067	0.993200	0.997200	0.995800	
16140	0.995133	0.997800	0.994933	0.997400	0.992400	0.995067	0.997467	0.992667	0.996467	0.995333	
16150	0.996400	0.997333	0.994933	0.998400	0.992933	0.995533	0.998467	0.993333	0.997600	0.994267	
16160	0.994933	0.997867	0.996533	0.998800	0.993467	0.994867	0.998467	0.993067	0.997400	0.994400	
16170	0.994400	0.997067	0.993533	0.998467	0.994133	0.995933	0.998400	0.993600	0.996800	0.992467	
16180	0.996867	0.996667	0.992200	0.997600	0.993800	0.996200	0.996467	0.994267	0.995400	0.988600	
16190	0.997333	0.995600	0.992867	0.997267	0.994333	0.997267	0.996333	0.994400	0.994733	0.991533	
16200	0.997067	0.996600	0.994533	0.996800	0.995333	0.997200	0.997933	0.993867	0.997400	0.990533	
16210	0.996200	0.997067	0.992333	0.997467	0.993333	0.997933	0.997067	0.992867	0.997533	0.994067	
16220	0.997600	0.997333	0.992800	0.996067	0.994133	0.996933	0.998333	0.994867	0.997200	0.990800	
16230	0.998267	0.997867	0.993600	0.996267	0.995067	0.996933	0.998067	0.994200	0.996267	0.992333	
16240	0.996867	0.998600	0.993467	0.997867	0.993867	0.996133	0.998733	0.994333	0.996600	0.995933	
16250	0.995000	0.999600	0.992467	0.997600	0.993800	0.995467	0.998067	0.994067	0.994733	0.993267	
16260	0.997133	0.998467	0.992133	0.997733	0.993000	0.996333	0.998600	0.993533	0.994400	0.994267	
16270	0.997733	0.998200	0.995467	0.997133	0.992333	0.995667	0.997867	0.994533	0.993867	0.996800	
16280	0.997667	0.999333	0.996933	0.998200	0.993333	0.995133	0.997800	0.991600	0.993733	0.996667	
16290	0.998467	0.999067	0.995467	0.997733	0.993667	0.995067	0.998133	0.993667	0.994267	0.997867	
16300	0.999133	0.999467	0.994800	0.998267	0.994800	0.995600	0.998400	0.992933	0.989133	0.998533	
16310	0.996733	0.997733	0.995733	0.997867	0.995067	0.995400	0.998133	0.991933	0.993467	0.998200	
16320	0.995600	0.998467	0.995400	0.998667	0.992400	0.996267	0.997133	0.993200	0.994000	0.996533	
16330	0.998067	0.998800	0.995800	0.999067	0.993267	0.994133	0.998867	0.994000	0.994200	0.993667	
16340	0.998000	0.999067	0.994933	0.997733	0.991600	0.997067	0.998667	0.992733	0.993933	0.997533	
16350	0.998867	0.999267	0.995533	0.998133	0.994400	0.997733	0.998600	0.989333	0.994467	0.997800	
16360	0.998600	0.999000	0.995867	0.999267	0.991467	0.997067	0.996733	0.990533	0.994800	0.997200	
16370	0.997533	0.998800	0.997133	0.998467	0.990267	0.996933	0.997133	0.993200	0.995933	0.997800	
16380	0.997600	0.998000	0.996533	0.996800	0.993533	0.995200	0.996733	0.993000	0.997133	0.997533	
16390	0.998867	0.996067	0.993867	0.998333	0.993400	0.995867	0.997000	0.991067	0.996400	0.997800	
16400	0.998867	0.995667	0.994600	0.999333	0.992200	0.997067	0.996467	0.991733	0.997133	0.996133	
16410	0.998067	0.996133	0.996133	0.998800	0.993333	0.996667	0.996000	0.990133	0.994867	0.995733	
16420	0.998600	0.995600	0.996000	0.997000	0.993533	0.995933	0.995600	0.991867	0.995733	0.996667	
16430	0.998133	0.993733	0.995467	0.997467	0.993133	0.996667	0.996267	0.991000	0.994667	0.999067	
16440	0.997867	0.993333	0.996667	0.996933	0.994400	0.997733	0.994267	0.990933	0.996800	0.998867	
16450	0.997467	0.994733	0.996800	0.996533	0.992133	0.998400	0.993200	0.992867	0.995067	0.998733	
16460	0.994933	0.994000	0.996400	0.997133	0.993067	0.998933	0.994867	0.992867	0.995800	0.996200	
16470	0.995600	0.994333	0.996000	0.997667	0.993667	0.999000	0.997067	0.990667	0.995600	0.997467	
16480	0.996600	0.994400	0.996067	0.998467	0.992867	0.998533	0.999200	0.993200	0.995467	0.998400	
16490	0.996000	0.993667	0.996667	0.997267	0.991733	0.998800	0.998067	0.992400	0.996333	0.998133	
16500	0.997267	0.991400	0.996533	0.996867	0.993600	0.998867	0.998267	0.992333	0.995667	0.998000	
16510	0.997467	0.993533	0.994933	0.998200	0.994467	0.998867	0.997333	0.992200	0.994667	0.998933	
16520	0.996533	0.994133	0.995267	0.995933	0.993400	0.998533	0.998733	0.992600	0.994200	0.997867	
16530	0.996667	0.995333	0.993400	0.996667	0.992533	0.999533	0.997400	0.992933	0.993067	0.998333	
16540	0.995867	0.994333	0.996467	0.999000	0.991267	0.997800	0.997333	0.992067	0.993067	0.999000	
16550	0.995733	0.992933	0.997600	0.998333	0.993267	0.998533	0.997467	0.992733	0.995000	0.998333	
16560	0.996733	0.994267	0.997400	0.999133	0.995533	0.998667	0.998267	0.994000	0.996133	0.999267	
16570	0.995800	0.991267	0.998533	0.999733	0.995667	0.999133	0.998667	0.994267	0.996867	0.999000	
16580	0.997067	0.992400	0.998533	0.998133	0.994667	0.999600	0.998867	0.989467	0.995867	0.999467	
16590	0.995333	0.992400	0.997533	0.998067	0.994400	0.999800	0.995800	0.992267	0.995800	0.999133	
16600	0.995400	0.991867	0.997867	0.998933	0.993200	0.999267	0.995733	0.992400	0.994733	0.997800	
16610	0.995200	0.989267	0.996533	0.998467	0.992533	0.998600	0.997400	0.990600	0.995333	0.998400	
16620	0.995467	0.989067	0.998000	0.999200	0.991533	0.998200	0.996467	0.992400	0.994600	0.999533	
16630	0.996333	0.991267	0.997533	0.998400	0.990733	0.999067	0.997867	0.992733	0.995200	0.998600	
16640	0.996733	0.991067	0.996267	0.995200	0.991133	0.999400	0.997867	0.992400	0.992600	0.999867	
16650	0.997267	0.990600	0.997200	0.996400	0.989733	0.999467	0.997000	0.992267	0.993600	0.999200	
16660	0.996867	0.994067	0.997667	0.995933	0.990733	0.999800	0.998533	0.992400	0.993267	0.998667	
16670	0.994267	0.994933	0.997467	0.996533	0.990467	0.999867	0.998867	0.993133	0.993733	0.997600	
16680	0.996400	0.991600	0.998067	0.995133	0.992600	0.999667	0.998200	0.992533	0.993933	0.997800	
16690	0.995667	0.990400	0.998467	0.997600	0.990867	0.999000	0.998400	0.993667	0.994333	0.997467	
16700	0.997600	0.990600	0.998533	0.997600	0.992067	0.999667	0.997867	0.994333	0.992267	0.997600	
16710	0.997467	0.991467	0.998800	0.998600	0.992733	0.998800	0.997933	0.993733	0.994800	0.997333	
16720	0.998533	0.990467	0.999200	0.998133	0.992133	0.998600	0.996400	0.995800	0.994267	0.998000	
16730	0.998267	0.988133	0.998867	0.998267	0.991467	0.996733	0.997067	0.994467	0.994533	0.999533	
16740	0.999133	0.993533	0.999333	0.998733	0.992133	0.993533	0.994933	0.993867	0.995733	0.998600	
16750	0.997667	0.993333	0.999133	0.998000	0.992467	0.994933	0.995533	0.993600	0.995133	0.997467	
16760	0.997467	0.993067	0.999467	0.998667	0.994800	0.998267	0.996333	0.992800	0.993533	0.996800	
16770	0.997867	0.994200	0.999067	0.997933	0.994600	0.999400	0.995467	0.988467	0.995867	0.998200	
16780	0.997267	0.995067	0.999400	0.996667	0.992333	0.999667	0.994933	0.989800	0.997333	0.998333	
16790	0.997533	0.996733	0.999267	0.995800	0.992200	0.999133	0.997467	0.991133	0.996267	0.998200	
16800	0.996600	0.996533	0.999800	0.995733	0.993200	0.999533	0.998000	0.990933	0.997133	0.998133	
16810	0.997467	0.994600	0.999467	0.996867	0.993000	0.998667	0.999133	0.992333	0.995067	0.999533	
16820	0.998000	0.997400	0.999533	0.996133	0.994333	0.998067	0.999000	0.994333	0.996133	0.999267	
16830	0.997667	0.996000	0.999733	0.995933	0.993800	0.998533	0.998133	0.994600	0.995400	0.999533	
16840	0.996667	0.993933	0.999800	0.995933	0.993533	0.999600	0.998467	0.993733	0.996267	0.999667	
16850	0.997000	0.992533	0.999867	0.994133	0.993800	0.998533	0.997067	0.994733	0.995667	0.999333	
16860	0.996533	0.993067	0.999467	0.995200	0.993800	0.998067	0.997133	0.995200	0.994467	0.999133	
16870	0.997200	0.994533	0.999533	0.991467	0.993133	0.997600	0.996333	0.993867	0.993267	0.998933	
16880	0.998133	0.995533	0.999067	0.993133	0.992400	0.997467	0.995667	0.993133	0.993000	0.998333	
16890	0.998000	0.996667	0.999600	0.993800	0.993333	0.996000	0.995667	0.995133	0.995733	0.998933	
16900	0.997267	0.994800	0.999133	0.994800	0.993933	0.994067	0.994933	0.992867	0.995600	0.998400	
16910	0.996267	0.994067	0.998467	0.994067	0.992467	0.992933	0.995400	0.994867	0.996400	0.996667	
16920	0.996867	0.997333	0.997467	0.994400	0.992800	0.994133	0.995600	0.994400	0.994067	0.995600	
16930	0.996800	0.994933	0.996200	0.993467	0.991333	0.992600	0.997000	0.993333	0.994800	0.995200	
16940	0.998133	0.995467	0.997333	0.995600	0.988533	0.993733	0.998000	0.994533	0.994867	0.996067	
16950	0.996600	0.995067	0.998133	0.993467	0.991267	0.995600	0.999400	0.994800	0.993933	0.996467	
16960	0.996000	0.996800	0.999267	0.993600	0.993267	0.995467	0.999467	0.994733	0.995667	0.996400	
16970	0.997400	0.998400	0.998867	0.993800	0.993800	0.995733	0.999600	0.992400	0.995400	0.997200	
16980	0.998067	0.998067	0.999133	0.991333	0.994867	0.993867	0.999333	0.992067	0.995333	0.998533	
16990	0.997133	0.999333	0.999800	0.993667	0.994667	0.996067	0.998267	0.992200	0.993667	0.998267	
17000	0.998267	0.998933	0.999333	0.994400	0.994400	0.996200	0.999667	0.992933	0.994933	0.998067	
17010	0.998133	0.997933	0.999333	0.995000	0.995067	0.995467	0.999800	0.991733	0.995467	0.997067	
17020	0.998200	0.997533	0.999333	0.995067	0.994933	0.995000	0.999467	0.989933	0.996733	0.998267	
17030	0.998267	0.997933	0.998600	0.993600	0.993933	0.992600	0.999533	0.991200	0.996400	0.999600	
17040	0.997000	0.998933	0.998467	0.994333	0.993667	0.993267	0.998733	0.989933	0.996267	0.999733	
17050	0.998133	0.998533	0.999067	0.995000	0.993867	0.994933	0.998733	0.992667	0.996133	0.998933	
17060	0.996867	0.998667	0.998800	0.995800	0.992467	0.994067	0.999267	0.992667	0.995867	0.999467	
17070	0.997667	0.999000	0.999267	0.998133	0.994733	0.992133	0.999467	0.992800	0.995667	0.998733	
17080	0.999133	0.999000	0.999067	0.998133	0.993400	0.994200	0.999467	0.993600	0.995333	0.997733	
17090	0.996933	0.998267	0.998200	0.997467	0.989733	0.995467	0.999267	0.993333	0.996200	0.998067	
17100	0.997800	0.999267	0.998000	0.996933	0.989667	0.994333	0.999533	0.990600	0.996133	0.999200	
17110	0.997667	0.998400	0.999533	0.996800	0.986267	0.993200	0.999267	0.988733	0.994800	0.999733	
17120	0.997733	0.998333	0.999000	0.995667	0.983467	0.992667	0.999467	0.987533	0.995000	0.998733	
17130	0.998200	0.998333	0.999933	0.996267	0.987067	0.992533	0.999133	0.992000	0.996733	0.998733	
17140	0.997067	0.998867	0.999267	0.996200	0.987467	0.993333	0.998267	0.992733	0.997133	0.998933	
17150	0.997267	0.998733	0.998600	0.997800	0.987933	0.993867	0.999467	0.989333	0.996733	0.997067	
17160	0.998667	0.998600	0.998133	0.996533	0.986600	0.993733	0.998600	0.990133	0.995933	0.995333	
17170	0.997467	0.997933	0.998733	0.995867	0.985933	0.993467	0.999533	0.991400	0.995600	0.996467	
17180	0.998467	0.998667	0.997533	0.996200	0.991000	0.993067	0.999333	0.990400	0.996400	0.996333	
17190	0.997800	0.997733	0.997600	0.995933	0.988667	0.994000	0.999533	0.989267	0.995533	0.998133	
17200	0.997533	0.999067	0.997400	0.997000	0.989400	0.994600	0.999400	0.991533	0.995933	0.995467	
17210	0.998067	0.997200	0.996267	0.995667	0.989867	0.995733	0.998000	0.994000	0.995867	0.995600	
17220	0.999333	0.997600	0.996600	0.995600	0.990800	0.995467	0.997067	0.995000	0.994933	0.998000	
17230	0.999600	0.998800	0.994667	0.995733	0.991533	0.995267	0.998267	0.995200	0.994400	0.998467	
17240	0.998733	0.999333	0.997333	0.993667	0.991467	0.996467	0.997733	0.995600	0.996067	0.998933	
17250	0.997933	0.998867	0.995933	0.995067	0.989867	0.995400	0.996400	0.995533	0.997067	0.998400	
17260	0.997333	0.996800	0.996867	0.993733	0.991267	0.993933	0.997200	0.995133	0.995333	0.998067	
17270	0.997867	0.997200	0.995867	0.994667	0.989933	0.994867	0.996467	0.994400	0.994600	0.997867	
17280	0.996733	0.998667	0.997533	0.993000	0.990000	0.991667	0.996933	0.991600	0.995733	0.997667	
17290	0.995267	0.998933	0.996067	0.990733	0.987067	0.989533	0.996000	0.991800	0.996400	0.998867	
17300	0.995200	0.997533	0.993267	0.993067	0.990200	0.987333	0.995667	0.993933	0.995533	0.998000	
17310	0.995400	0.996667	0.994533	0.991600	0.989933	0.982067	0.995733	0.995267	0.995800	0.997933	
17320	0.998000	0.998267	0.993800	0.992467	0.988933	0.982933	0.992667	0.997067	0.996933	0.996067	
17330	0.997333	0.997667	0.993933	0.993067	0.989733	0.983733	0.995200	0.997133	0.995800	0.996400	
17340	0.999067	0.997267	0.993400	0.994333	0.990733	0.985800	0.993867	0.998067	0.996200	0.995667	
17350	0.995733	0.997200	0.994800	0.993467	0.992533	0.986800	0.993800	0.998933	0.996600	0.995933	
17360	0.995933	0.997667	0.991133	0.994200	0.988933	0.989200	0.994267	0.998133	0.994400	0.995867	
17370	0.996933	0.999067	0.993733	0.993333	0.991267	0.989933	0.994400	0.998600	0.993933	0.994733	
17380	0.997800	0.999733	0.993333	0.993800	0.992200	0.988400	0.994467	0.998000	0.995333	0.993867	
17390	0.997800	0.999800	0.993733	0.993533	0.992333	0.991533	0.994600	0.996933	0.995867	0.993867	
17400	0.997333	0.999267	0.992933	0.992533	0.991267	0.988867	0.996467	0.997600	0.996933	0.994267	
17410	0.998333	1.000000	0.993133	0.994333	0.991867	0.991267	0.996533	0.997733	0.997933	0.993933	
17420	0.997733	0.999800	0.993800	0.995467	0.994067	0.991467	0.995200	0.996800	0.997600	0.993267	
17430	0.997467	1.000000	0.993667	0.994533	0.991533	0.994467	0.996267	0.996200	0.996800	0.995400	
17440	0.996800	0.998400	0.994067	0.992600	0.989867	0.994400	0.996133	0.996667	0.998000	0.994533	
17450	0.996533	0.998067	0.995400	0.993800	0.992467	0.993267	0.996533	0.997000	0.995400	0.993533	
17460	0.996000	0.996867	0.993867	0.993467	0.992467	0.991933	0.996000	0.995933	0.996733	0.992533	
17470	0.995933	0.995667	0.991267	0.990133	0.993333	0.995400	0.998333	0.996600	0.997267	0.991800	
17480	0.995800	0.995733	0.992800	0.992933	0.991333	0.995067	0.997133	0.996400	0.996867	0.991133	
17490	0.996200	0.997067	0.992733	0.993067	0.991133	0.993933	0.998133	0.996800	0.996533	0.992200	
17500	0.993600	0.997000	0.992000	0.992600	0.990867	0.994333	0.997067	0.997267	0.996000	0.991200	
17510	0.994800	0.997933	0.992600	0.994000	0.989533	0.996267	0.991867	0.997067	0.996067	0.991133	
17520	0.995533	0.998800	0.993933	0.993267	0.992467	0.995733	0.992200	0.997067	0.996533	0.992867	
17530	0.996333	0.997067	0.995467	0.995200	0.993667	0.995800	0.992867	0.996600	0.996267	0.994467	
17540	0.996800	0.996867	0.992533	0.993400	0.993667	0.992333	0.991000	0.997933	0.996467	0.994200	
17550	0.993533	0.997533	0.992067	0.994733	0.993733	0.993933	0.989067	0.997133	0.995933	0.993133	
17560	0.995533	0.996933	0.996200	0.994333	0.992933	0.995800	0.990867	0.997733	0.995867	0.992733	
17570	0.994733	0.998467	0.997333	0.995333	0.991133	0.996133	0.990733	0.996667	0.996733	0.993067	
17580	0.996133	0.997267	0.996133	0.992400	0.991800	0.996200	0.990933	0.997333	0.996800	0.993533	
17590	0.996533	0.997467	0.995000	0.992200	0.990667	0.997800	0.992600	0.997067	0.997000	0.993267	
17600	0.995667	0.997133	0.995600	0.994933	0.992133	0.998933	0.991667	0.997600	0.996800	0.992200	
17610	0.995133	0.997600	0.996400	0.993733	0.993200	0.998000	0.988800	0.997333	0.997333	0.995333	
17620	0.996000	0.997467	0.996867	0.993733	0.994667	0.998667	0.988667	0.996133	0.995533	0.996000	
17630	0.995667	0.997400	0.997533	0.995200	0.993400	0.999000	0.988133	0.994867	0.995533	0.997333	
17640	0.995133	0.997400	0.995467	0.993200	0.994133	0.998933	0.990067	0.996733	0.995067	0.995400	
17650	0.995467	0.998467	0.993800	0.995133	0.992200	0.998400	0.990867	0.996667	0.993867	0.997867	
17660	0.997733	0.998933	0.993800	0.995733	0.993467	0.997133	0.984800	0.995933	0.995667	0.997133	
17670	0.997067	0.998733	0.996267	0.994533	0.991533	0.997667	0.985133	0.996267	0.997000	0.998600	
17680	0.994933	0.998667	0.996933	0.993733	0.992267	0.998533	0.986800	0.995200	0.997200	0.997200	
17690	0.996667	0.997733	0.998067	0.991733	0.993067	0.999333	0.985600	0.995600	0.998067	0.998467	
17700	0.998067	0.997933	0.998467	0.992467	0.994200	0.999133	0.985933	0.996800	0.998267	0.996000	
17710	0.998200	0.998667	0.997200	0.992533	0.992667	0.999267	0.989733	0.995200	0.998733	0.996867	
17720	0.998600	0.998600	0.997333	0.993800	0.995333	0.999200	0.990867	0.995333	0.998333	0.997667	
17730	0.999200	0.998067	0.997133	0.992933	0.994067	0.999533	0.993600	0.996333	0.998067	0.999133	
17740	0.998400	0.996600	0.997067	0.994000	0.993800	0.999267	0.990733	0.996667	0.998133	0.998800	
17750	0.998400	0.998133	0.996733	0.990800	0.992733	0.998533	0.993267	0.996200	0.996533	0.998867	
17760	0.997733	0.996867	0.997467	0.990400	0.994467	0.997667	0.993000	0.996867	0.997133	0.999867	
17770	0.997133	0.997133	0.996800	0.991933	0.996467	0.997400	0.995667	0.997400	0.995867	0.999733	
17780	0.997800	0.996667	0.996600	0.991933	0.995267	0.997733	0.995267	0.995267	0.996467	0.999733	
17790	0.998533	0.996733	0.995800	0.990733	0.994400	0.999133	0.996400	0.995933	0.994467	0.998400	
17800	0.997733	0.997667	0.997000	0.988133	0.992867	0.997267	0.996200	0.994867	0.996267	0.998667	
17810	0.996000	0.998200	0.996600	0.987733	0.992933	0.997133	0.996400	0.995400	0.997133	0.999733	
17820	0.996867	0.997200	0.995467	0.989000	0.994533	0.997133	0.997533	0.996467	0.996600	0.998933	
17830	0.997667	0.998667	0.995400	0.991200	0.993600	0.996267	0.996733	0.997200	0.996867	0.999800	
17840	0.997800	0.998667	0.993200	0.989867	0.996133	0.997133	0.996533	0.997667	0.996067	0.999800	
17850	0.997467	0.998467	0.990933	0.990467	0.995533	0.998133	0.997600	0.997867	0.997000	0.999267	
17860	0.994267	0.997800	0.993733	0.989467	0.996067	0.996400	0.997600	0.998067	0.996133	0.998467	
17870	0.994600	0.997333	0.995933	0.992000	0.997333	0.996533	0.998267	0.998733	0.994733	0.997533	
17880	0.994600	0.996533	0.995267	0.992000	0.996867	0.997667	0.997200	0.997333	0.993667	0.998400	
17890	0.994667	0.996733	0.995800	0.990133	0.997533	0.997067	0.997867	0.997333	0.995067	0.998267	
17900	0.995067	0.996733	0.996067	0.987733	0.995867	0.997133	0.997467	0.998067	0.995933	0.998067	
17910	0.995867	0.997067	0.995000	0.988667	0.996200	0.996800	0.995667	0.998133	0.996667	0.998600	
17920	0.995467	0.995933	0.995400	0.987933	0.995800	0.997467	0.996200	0.997200	0.997333	0.997933	
17930	0.997067	0.996600	0.996333	0.990600	0.995800	0.997933	0.998667	0.996867	0.995267	0.998533	
17940	0.996133	0.997267	0.997200	0.990067	0.997400	0.996600	0.998267	0.996867	0.997533	0.997333	
17950	0.995467	0.997333	0.998000	0.990733	0.996067	0.999667	0.997267	0.998000	0.996933	0.995867	
17960	0.996267	0.996333	0.998333	0.991067	0.991400	0.999867	0.996867	0.996667	0.997067	0.996267	
17970	0.995400	0.997067	0.996867	0.992133	0.989667	0.999067	0.996400	0.995667	0.996533	0.998467	
17980	0.995333	0.996000	0.996667	0.993733	0.991067	0.999333	0.996133	0.995667	0.997067	0.998200	
17990	0.992800	0.995133	0.997400	0.995600	0.992333	0.999800	0.993933	0.998667	0.995867	0.997333	
18000	0.993933	0.994400	0.996200	0.995200	0.991933	0.998800	0.994267	0.996733	0.996333	0.997800	
18010	0.993733	0.996600	0.996400	0.996400	0.993200	0.998600	0.995200	0.994800	0.996000	0.995867	
18020	0.994600	0.997200	0.995733	0.998000	0.989000	0.999533	0.995400	0.996600	0.996600	0.997467	
18030	0.991667	0.997800	0.995400	0.996267	0.992200	0.999067	0.994667	0.997600	0.995333	0.996533	
18040	0.990733	0.997600	0.994867	0.997000	0.993000	0.998333	0.996533	0.997533	0.996667	0.997867	
18050	0.989000	0.995400	0.995933	0.997400	0.993000	0.997400	0.996867	0.997400	0.996667	0.998800	
18060	0.991000	0.995067	0.994467	0.998267	0.993267	0.998333	0.996867	0.996733	0.995533	0.998067	
18070	0.990467	0.995667	0.994267	0.997400	0.995067	0.998067	0.995533	0.997733	0.996133	0.997400	
18080	0.991133	0.996067	0.996200	0.998200	0.995467	0.998467	0.996267	0.997067	0.995467	0.998867	
18090	0.991200	0.996133	0.996667	0.998067	0.992600	0.997133	0.996600	0.998067	0.996000	0.998200	
18100	0.988667	0.995000	0.997133	0.997133	0.992200	0.997800	0.996867	0.996200	0.995800	0.997733	
18110	0.990667	0.997467	0.996400	0.997200	0.994133	0.996800	0.994800	0.995467	0.996733	0.997800	
18120	0.991333	0.997067	0.994867	0.997467	0.996067	0.996200	0.997333	0.995133	0.995533	0.997800	
18130	0.990733	0.995200	0.995533	0.997067	0.997600	0.994267	0.994267	0.995133	0.996133	0.998133	
18140	0.990867	0.996467	0.996133	0.996533	0.998000	0.993733	0.995000	0.994933	0.996600	0.997933	
18150	0.990600	0.995400	0.994067	0.997533	0.997933	0.995667	0.996333	0.991933	0.996067	0.998867	
18160	0.991267	0.993933	0.995867	0.996467	0.997800	0.996467	0.997733	0.992600	0.996267	0.998267	
18170	0.988333	0.996133	0.994267	0.994667	0.998400	0.999200	0.993867	0.994200	0.996200	0.999067	
18180	0.989800	0.994200	0.993867	0.994200	0.997200	0.997867	0.994867	0.993133	0.995267	0.999000	
18190	0.990333	0.994867	0.995533	0.994533	0.997933	0.997733	0.993933	0.993533	0.995667	0.999533	
18200	0.989200	0.994533	0.996867	0.993667	0.998467	0.997267	0.994467	0.995267	0.995467	0.999533	
18210	0.988600	0.994733	0.997333	0.994000	0.998600	0.997000	0.992267	0.993200	0.994533	0.999400	
18220	0.984800	0.996267	0.995800	0.994600	0.998267	0.997667	0.993600	0.993067	0.994867	0.999067	
18230	0.987600	0.995667	0.994600	0.993667	0.996933	0.996400	0.994733	0.993533	0.994133	0.998467	
18240	0.989800	0.997733	0.995067	0.993467	0.997733	0.996467	0.993267	0.992067	0.995267	0.998533	
18250	0.991133	0.998000	0.993067	0.992933	0.997933	0.995533	0.994800	0.995400	0.993467	0.997667	
18260	0.991000	0.997933	0.995200	0.992733	0.997533	0.995867	0.993000	0.994733	0.993267	0.999000	
18270	0.991067	0.997467	0.996333	0.993733	0.997600	0.995200	0.994667	0.995667	0.995133	0.999267	
18280	0.989133	0.997933	0.996933	0.993533	0.997200	0.996800	0.994400	0.996267	0.994667	0.998600	
18290	0.989000	0.996400	0.996800	0.993267	0.998133	0.997133	0.993533	0.994667	0.994400	0.998133	
18300	0.987000	0.995133	0.997000	0.992800	0.998600	0.996400	0.994333	0.995667	0.993200	0.998600	
18310	0.985200	0.997667	0.997067	0.994400	0.998267	0.998200	0.996400	0.994400	0.992200	0.999000	
18320	0.988867	0.997733	0.994133	0.994200	0.997467	0.999133	0.993467	0.995333	0.992200	0.998933	
18330	0.986333	0.995533	0.994800	0.992667	0.997933	0.998067	0.994200	0.993667	0.993400	0.999333	
18340	0.988733	0.996867	0.993733	0.993667	0.997267	0.995933	0.995000	0.993067	0.994333	0.999600	
18350	0.987133	0.998000	0.994200	0.995667	0.994933	0.996867	0.995533	0.992933	0.993933	0.999667	
18360	0.990067	0.997867	0.992533	0.994800	0.995600	0.995133	0.997467	0.990867	0.994267	0.999467	
18370	0.985733	0.997800	0.992333	0.995600	0.995200	0.993333	0.996400	0.993333	0.992333	0.999867	
18380	0.990067	0.997400	0.991467	0.995867	0.996733	0.994733	0.996867	0.994733	0.994400	0.999467	
18390	0.989867	0.996800	0.993333	0.997733	0.995467	0.996533	0.997467	0.993133	0.993267	0.998600	
18400	0.988133	0.997000	0.992000	0.995933	0.996800	0.994800	0.997333	0.992733	0.992667	0.998467	
18410	0.990067	0.995133	0.991933	0.997067	0.996333	0.994600	0.997600	0.995400	0.991800	0.999800	
18420	0.990467	0.994933	0.991733	0.995867	0.997333	0.997200	0.997733	0.996200	0.991800	0.999800	
18430	0.992667	0.993667	0.991933	0.995933	0.997267	0.997200	0.997733	0.996600	0.991333	0.999533	
18440	0.992200	0.997600	0.993333	0.996800	0.997667	0.996733	0.997467	0.998333	0.990533	0.999467	
18450	0.993267	0.997467	0.995667	0.997067	0.998400	0.998667	0.997667	0.999467	0.991933	0.999667	
18460	0.992333	0.997867	0.995333	0.996800	0.997400	0.997400	0.996800	0.999667	0.987067	0.998667	
18470	0.992200	0.998933	0.996000	0.997667	0.997867	0.998000	0.996867	0.999067	0.992067	0.998400	
18480	0.989400	0.998267	0.995467	0.998333	0.997267	0.998267	0.997200	0.997733	0.990200	0.998333	
18490	0.992133	0.999267	0.995600	0.998200	0.996467	0.997267	0.997067	0.996933	0.992667	0.997133	
18500	0.990333	0.998800	0.995200	0.998600	0.996467	0.998333	0.997533	0.997267	0.990600	0.998133	
18510	0.992067	0.997400	0.995933	0.998533	0.996667	0.998733	0.997533	0.998400	0.990867	0.997600	
18520	0.991467	0.997200	0.997733	0.998000	0.998400	0.998800	0.997000	0.997600	0.990933	0.997133	
